,word_upper,word_lower,pos,acc,hits,misses,correct_rejections,false_alarms,false_alarm_rate,hit_rate,num_meanings_human,num_synonyms_human,num_meanings_wordnet,num_synonyms_wordnet,log_subtlex_frequency,log_subtlex_cd,google_ngram_frequency,concreteness,imageability,familiarity,valence,arousal,glove_distinctiveness,log_topic_variability,log_document_frequency,log_orthographic_neighborhood_size,log_phonological_neighborhood_size,num_ratings_meanings,num_ratings_synonyms,Word,pos_ntlk,pos_category,num_meanings_human_demean,num_synonyms_human_demean,num_meanings_wordnet_demean,num_synonyms_wordnet_demean,log_subtlex_frequency_demean,log_subtlex_cd_demean,google_ngram_frequency_demean,arousal_demean,concreteness_demean,familiarity_demean,imageability_demean,valence_demean,glove_distinctiveness_demean,log_topic_variability_demean,log_document_frequency_demean,log_orthographic_neighborhood_size_demean,log_phonological_neighborhood_size_demean,acc_demean,num_meanings_human_zscore,num_synonyms_human_zscore,num_meanings_wordnet_zscore,num_synonyms_wordnet_zscore,log_subtlex_frequency_zscore,log_subtlex_cd_zscore,google_ngram_frequency_zscore,arousal_zscore,concreteness_zscore,familiarity_zscore,imageability_zscore,valence_zscore,glove_distinctiveness_zscore,log_topic_variability_zscore,log_document_frequency_zscore,log_orthographic_neighborhood_size_zscore,log_phonological_neighborhood_size_zscore,acc_zscore
533,SCABBY,scabby,s,0.8538011695906432,62,19,84,6,0.0666666666666666,0.7654320987654321,1.3043478260869563,1.2727272727272727,1,1,1.2788,1.0,-15.9554092235671,3.46153846153846,3.72,4.03571428571429,1.67857142857143,2.68181818181818,0.0932183071820096,,,1.0986122886681098,1.3862943611198906,23.0,22.0,scabby,NN,NOUN,-0.11205356876450412,-0.4416302978551818,-2.2641062114746324,-7.7230915125651975,-0.8003502133712663,-0.8855747273589378,-3.0919199968984685,-0.2919506105298111,0.278303506102894,-0.44888578645699617,0.6742705652621752,-1.345310300361721,-0.002829000420283001,,,0.19617368737720975,0.18721206576290483,0.057063581231786564,-0.33742847600986037,-0.4371297954369807,-0.5332483065986084,-0.6702003396390528,-1.1345238827513493,-1.3842621287001915,-1.6533021249617643,-0.43397703517160185,0.28759256679578304,-0.8049397955038929,0.6470882397084251,-1.7263460411004214,-0.10172896171304904,,,0.21655924239258353,0.16455296702112635,0.9662326530752419
534,MALAY,malay,n,0.8497109826589595,62,19,85,7,0.0760869565217391,0.7654320987654321,1.4,0.6363636363636364,3,5,1.2553,1.1139,-12.737595810209427,2.73076923076923,2.03703703703704,2.55172413793103,2.75862068965517,2.95238095238095,0.097734940505422,1.365241,2.564949,,,20.0,11.0,malay,NN,NOUN,-0.016401394851460527,-1.077993934218818,-0.2641062114746324,-3.7230915125651975,-0.8238502133712662,-0.7716747273589379,0.1258934164592045,-0.021387839967041078,-0.45246572466633594,-1.9328759342402564,-1.0086923977007851,-0.26526103927798106,0.001687632903129399,-1.050557036603221,-1.3466911808199127,,,0.05297339430010284,-0.0493897492974577,-1.0670084689295938,-0.06220299618333503,-0.32308528160890493,-1.1678359388978112,-1.2062224313285586,0.06731734752499612,-0.03179247120181449,-0.467567875683879,-3.466023666113118,-0.9680282985238704,-0.34039161440494375,0.06068614969345186,-1.3830689482283498,-1.028598999823639,,,0.8969753074046025
535,CUPID,cupid,n,0.8373493975903614,62,19,77,8,0.0941176470588235,0.7654320987654321,1.3333333333333333,0.5555555555555556,2,3,2.1106,1.8325,-13.788208185987031,3.08,4.45833333333333,4.85185185185185,4.39285714285714,3.5,0.111519955159672,1.575536,2.079442,0.0,0.0,27.0,18.0,cupid,NN,NOUN,-0.08306806151812718,-1.158802015026899,-1.2641062114746324,-5.7230915125651975,0.031449786628733545,-0.05307472735893781,-0.9247189593183993,0.526231207652009,-0.10323495543556582,0.3672517796805641,1.4126038985955054,1.3689754139239887,0.015472647557379399,-0.840262036603221,-1.8321981808199128,-0.9024386012909,-1.1990822953569857,0.04061180923150476,-0.25014401336973807,-1.1469930623889733,-0.29772565139097174,-0.49664281062397886,0.04458115140300558,-0.08296232130875528,-0.4944629298193786,0.7822290862730404,-0.1066806747514918,0.658554094055358,1.3556566417696208,1.7567138864216294,0.5563860505919235,-1.1062134569662117,-1.3994279038217539,-0.996216273518872,-1.0539520975821157,0.6876619961959911
536,FEDS,feds,n,0.8285714285714286,62,19,83,11,0.1170212765957446,0.7654320987654321,1.3333333333333333,1.1363636363636365,2,7,2.5563,2.3139,-14.006060539590385,3.5,3.36,4.28571428571429,2.28571428571429,3.54545454545455,0.1020859838858017,,,2.079441541679836,2.4849066497880004,24.0,22.0,feds,NNS,NOUN,-0.08306806151812718,-0.5779939342188181,-1.2641062114746324,-1.7230915125651975,0.47714978662873353,0.428325272641062,-1.1425713129217527,0.5716857531065589,0.3167650445644341,-0.19888578645699617,0.3142705652621749,-0.738167443218861,0.006038676283509098,,,1.1770029403889362,1.2858243544310146,0.03183384021257196,-0.25014401336973807,-0.5721037968996834,-0.29772565139097174,-0.14952775259383097,0.6763761907425054,0.6695250387852233,-0.6109522825521922,0.8497960930199714,0.3273378532420828,-0.35664101896142875,0.3016011633083822,-0.9472405309967997,0.21714675757493931,,,1.2993121986556635,1.1301953841886008,0.5390284875606942
537,JACOB,jacob,n,0.8571428571428571,65,20,85,5,0.0555555555555555,0.7647058823529411,1.0384615384615383,0.0434782608695652,2,3,2.7752,2.0645,-11.056969766042869,3.39285714285714,3.08695652173913,4.11111111111111,3.25,2.38888888888889,0.1081792770131165,2.260025,4.127134,0.6931471805599453,0.0,26.0,23.0,jacob,NN,NOUN,-0.3779398563899221,-1.6708793097128893,-1.2641062114746324,-5.7230915125651975,0.6960497866287336,0.17892527264106195,1.806519460625763,-0.5848799034591008,0.20962218742157424,-0.37348896106017637,0.04122708700130495,0.226118271066849,0.012131969410823895,-0.15577303660322084,0.21549381918008725,-0.20929142073095475,-1.1990822953569857,0.06040526878400043,-1.1380955659971324,-1.6538519535500409,-0.29772565139097174,-0.49664281062397886,0.9866744499110417,0.27968218957990887,0.9659766313595958,-0.8694088564295543,0.21661884099882112,-0.6697385771815725,0.039565071546030686,0.2901623379912938,0.43625750029903665,-0.20507677583480224,0.16459358317165296,-0.23104011612736028,-1.0539520975821157,1.022815986255977
538,PHYLLIS,phyllis,,0.8557692307692307,78,24,100,6,0.0566037735849056,0.7647058823529411,1.125,0.0,0,0,2.4533,1.7924,-12.979663458555832,4.11538461538461,2.40740740740741,3.37931034482759,3.10344827586207,2.31818181818182,0.0680154196855681,2.053055,2.995732,0.0,1.9459101490553128,24.0,21.0,phyllis,NN,NOUN,-0.29140139485146044,-1.7143575705824545,-3.2641062114746324,-8.723091512565198,0.37414978662873377,-0.09317472735893784,-0.11617423188720011,-0.6555869741661708,0.9321496599490438,-1.1052897273436963,-0.6383220273304149,0.07956654692891885,-0.028031887916724507,-0.36274303660322094,-0.9159081808199128,-0.9024386012909,0.746827853698327,0.05903164241037406,-0.877501088595614,-1.696887142422207,-0.768770961806245,-0.7569791041465898,0.5303701574197136,-0.14564354926839085,-0.062120334496874714,-0.9745130891469914,0.9632624363828456,-1.9820001299725316,-0.612588919511481,0.10210238727662857,-1.0080079282348364,-0.47755487101787725,-0.6995681356939355,-0.996216273518872,0.6564359977508991,0.9995569718956268
539,SHOTGUN,shotgun,n,0.8013698630136986,52,16,65,13,0.1666666666666666,0.7647058823529411,2.1379310344827585,1.2173913043478262,1,2,2.7101,2.5391,-12.539224827962236,4.88461538461539,4.96,4.875,2.19230769230769,4.40909090909091,0.1028729387734807,2.00373,2.890372,1.0986122886681098,1.0986122886681098,29.0,23.0,shotgun,NN,NOUN,0.721529639631298,-0.49696626623462836,-2.2641062114746324,-6.7230915125651975,0.6309497866287339,0.6535252726410621,0.32426439870639534,1.435322116742919,1.7013804291798245,0.3903999278287138,1.914270565262175,-0.8315740366254611,0.00682563117118809,-0.412068036603221,-1.0212681808199124,0.19617368737720975,-0.10047000668887596,0.00463227465484195,2.172752277157784,-0.49190185400155567,-0.5332483065986084,-0.5834215751315158,0.894392966713821,1.0215403140099097,0.1733896801885255,2.13356922121153,1.7581681653088184,0.7000632400315149,1.837099280641905,-1.0671029171665958,0.2454451286407819,-0.5424917316493948,-0.7800418123355519,0.21655924239258353,-0.08830968041464136,0.0784362798987442
540,SALVADOR,salvador,n,0.864406779661017,65,20,88,4,0.0434782608695652,0.7647058823529411,1.4230769230769231,0.2222222222222222,1,3,2.017,1.6628,-12.62624495149335,3.36,2.70833333333333,4.11111111111111,2.92857142857143,2.75,0.0798576305776145,1.617737,3.218876,0.0,0.0,26.0,18.0,salvador,NN,NOUN,0.00667552822546269,-1.4921353483602324,-2.2641062114746324,-5.7230915125651975,-0.06215021337126636,-0.22277472735893777,0.23724427517528213,-0.22376879234799096,0.17676504456443398,-0.37348896106017637,-0.33739610140449505,-0.09531030036172083,-0.016189677024678106,-0.798061036603221,-0.6927641808199128,-0.9024386012909,-1.1990822953569857,0.06766919130216031,0.020102111342947475,-1.4769295104089135,-0.5332483065986084,-0.49664281062397886,-0.08810005946120159,-0.3482242760406792,0.12685854248355818,-0.3326265250512123,0.18266501057755777,-0.6697385771815725,-0.3237944240639203,-0.12230528500473714,-0.5821699503407476,-1.0506554142797309,-0.529131365567541,-0.996216273518872,-1.0539520975821157,1.145812807958169
541,LUCID,lucid,s,0.8482758620689655,52,16,71,6,0.0779220779220779,0.7647058823529411,1.5,2.619047619047619,4,16,1.8195,1.7404,-13.290575355273916,2.03846153846154,2.0,4.45833333333333,3.84615384615385,3.09090909090909,0.1104734441983704,,,1.0986122886681098,0.6931471805599453,28.0,21.0,lucid,NN,NOUN,0.08359860514853956,0.9046900484651645,0.7358937885253676,7.2769084874348025,-0.25965021337126637,-0.14517472735893788,-0.42708612860528383,0.11714029856109898,-1.1447734169740258,-0.026266738837955828,-1.045729434737825,0.8222721172206988,0.01442613659607779,,,0.19617368737720975,-0.5059351147970405,0.051538273710108884,0.25174164681096317,0.8954706634487518,0.17331965902430166,0.6314811279740018,-0.3680630845218954,-0.22692593963998814,-0.22837020513891254,0.17412602555071932,-1.1829830317172414,-0.0471013875392641,-1.003572236425112,1.055166390898471,0.518754216834936,,,0.21655924239258353,-0.4446995652804947,0.8726750383850278
542,TIMBERLINE,timberline,n,0.8287292817679558,65,20,85,11,0.1145833333333333,0.7647058823529411,1.3157894736842106,0.8421052631578947,1,3,1.2553,0.699,-15.56581875766688,3.70833333333333,3.11538461538462,3.89285714285714,3.34615384615385,2.48,0.0702641160031181,,,,,19.0,19.0,timberline,NN,NOUN,-0.10061192116724982,-0.8722523074245598,-2.2641062114746324,-5.7230915125651975,-0.8238502133712662,-1.1865747273589378,-2.7023295309982487,-0.493768792347991,0.525098377897764,-0.5917429293141461,0.06965518064679488,0.3222721172206988,-0.0257831915991745,,,,,0.03199169340909913,-0.30297408286244293,-0.8633634842665685,-0.5332483065986084,-0.49664281062397886,-1.1678359388978112,-1.8547621191203985,-1.4449814873696563,-0.7339745451279434,0.5426248214928604,-1.0611105249567423,0.06684712421604998,0.4135500884601973,-0.9271463136687151,,,,,0.5417013466695069
543,ULCER,ulcer,n,0.8440860215053764,65,20,92,9,0.0891089108910891,0.7647058823529411,1.3076923076923077,0.6,1,2,2.1206,1.9395,-12.695852483124298,4.38461538461539,3.6,4.75,1.35714285714286,3.09090909090909,0.0782401539151432,1.784791,2.302585,0.6931471805599453,0.6931471805599453,26.0,25.0,ulcer,NN,NOUN,-0.10870908715915273,-1.1143575705824547,-2.2641062114746324,-6.7230915125651975,0.041449786628733776,0.05392527264106217,0.16763674354433356,0.11714029856109898,1.2013804291798245,0.2653999278287138,0.5542705652621751,-1.666738871790291,-0.0178071536871494,-0.631007036603221,-1.6090551808199125,-0.20929142073095475,-0.5059351147970405,0.04734843314651971,-0.32735719185907636,-1.1030015359863146,-0.5332483065986084,-0.5834215751315158,0.058756494444053696,0.08429182810972359,0.08963821334366114,0.17412602555071932,1.241479441506944,0.4759138517602828,0.5319258809084109,-2.1388136640964523,-0.6403333285744744,-0.8307271362069985,-1.228991897492594,-0.23104011612736028,-0.4446995652804947,0.8017303013683482
544,ILLINOIS,illinois,n,0.8797814207650273,68,21,93,1,0.0106382978723404,0.7640449438202247,1.0666666666666669,0.0869565217391304,3,6,1.959,1.8865,-11.16487372237668,4.24,4.18518518518519,4.62962962962963,3.25925925925926,2.5,0.1236230022077687,2.869318,5.32301,0.0,0.0,30.0,23.0,illinois,NN,NOUN,-0.34973472818479356,-1.6274010488433241,-0.2641062114746324,-2.7230915125651975,-0.12015021337126619,0.0009252726410622358,1.6986155042919524,-0.47376879234799096,1.0567650445644343,0.14502955745834356,1.1394557504473646,0.23537753032610897,0.027575694605476098,0.4535199633967788,1.4113698191800874,-0.9024386012909,-1.1990822953569857,0.08304383240617064,-1.0531610696588587,-1.6108167646778748,-0.06220299618333503,-0.23630651710136794,-0.1703170490992785,0.0014463148463649885,0.9082785536352617,-0.7042450621592966,1.0920371644688573,0.2600662926842817,1.0935200997479904,0.3020441213697813,0.9916035220845199,0.5970636118947293,1.078000364943388,-0.996216273518872,-1.0539520975821157,1.4061448786648092
545,TRAITORS,traitors,n,0.8026315789473685,55,17,67,13,0.1625,0.7638888888888888,1.1111111111111112,2.310344827586207,2,7,2.0645,1.9445,-13.396604797607177,3.16,2.53571428571429,4.73333333333333,1.64285714285714,4.29166666666667,0.103993909861309,1.819158,2.484907,1.0986122886681098,1.9459101490553128,27.0,29.0,traitors,NNS,NOUN,-0.3052902837403493,0.5959872570037523,-1.2641062114746324,-1.7230915125651975,-0.014650213371266485,0.058925272641062065,-0.5331155709385449,1.3178978743186787,-0.02323495543556575,0.24873326116204364,-0.510015149023535,-1.381024586076011,0.007946602259016403,-0.596640036603221,-1.4267331808199124,0.19617368737720975,0.746827853698327,0.0058939905885118105,-0.9193248936106723,0.5899137559228959,-0.29772565139097174,-0.14952775259383097,-0.02076718001622476,0.09210744256853085,-0.28506594839680244,1.959021120448645,-0.024010478943191797,0.4460272666574456,-0.48945456321075875,-1.772175776988875,0.28575449871281383,-0.7854826336358203,-1.0897348580786528,0.21655924239258353,0.6564359977508991,0.09980036374523865
546,WONKY,wonky,s,0.8223684210526315,55,17,70,10,0.125,0.7638888888888888,1.1904761904761905,3.1578947368421053,2,10,0.9031,0.9031,-15.804464584012132,1.6,2.14814814814815,3.51851851851852,2.74074074074074,3.20833333333333,0.1289779157531159,,,,,21.0,19.0,wonky,NN,NOUN,-0.22592520437526997,1.4435371662596508,-1.2641062114746324,1.2769084874348025,-1.1760502133712663,-0.9824747273589378,-2.9409753573435005,0.23456454098533897,-1.5832349554355658,-0.9660815536527663,-0.8975812865896748,-0.28314098819241096,0.0329306081508233,,,,,0.025630832693774863,-0.680331722096053,1.4288265756614371,-0.29772565139097174,0.11080854092877995,-1.6670915208035146,-1.5357287369118793,-1.5725894630629604,0.3486741263136038,-1.6360792972050406,-1.7323727141711125,-0.8613964848201543,-0.3633357478254672,1.184162629225557,,,,,0.43399567534395306
547,CRIPPLE,cripple,n,0.81875,55,17,76,12,0.1363636363636363,0.7638888888888888,2.033333333333333,3.391304347826087,3,5,2.29,2.1673,-13.70155705013479,3.12,3.74074074074074,4.55555555555556,1.33333333333333,3.0,0.1353853528403202,2.242481,2.772589,1.3862943611198906,1.9459101490553128,30.0,23.0,cripple,NN,NOUN,0.6169319384818728,1.6769467772436324,-0.2641062114746324,-3.7230915125651975,0.21084978662873377,0.2817252726410622,-0.838067823466158,0.026231207652009036,-0.06323495543556579,0.0709554833842736,0.695011306002915,-1.690548395599821,0.039338045238027586,-0.17331703660322084,-1.1390511808199126,0.48385575982899054,0.746827853698327,0.022012411641143315,1.857775759389206,1.6598575896067498,-0.06220299618333503,-0.32308528160890493,0.2988868055594032,0.44037122285298985,-0.44812909609193197,0.03899201205687194,-0.0653455768473418,0.12723702556059602,0.6669928449331181,-2.169366821355426,1.4145697784962417,-0.2281736290110687,-0.8700041420230951,0.5341360412641514,0.6564359977508991,0.37272653488418894
548,BIRDMAN,birdman,,0.8417721518987342,58,18,75,7,0.0853658536585365,0.7631578947368421,1.4761904761904765,0.0714285714285714,0,0,1.6532,1.3222,-16.365757125432772,3.11538461538462,3.88461538461538,3.20833333333333,3.38461538461538,2.85714285714286,0.0732431356385961,,,0.0,1.3862943611198906,21.0,14.0,birdman,NN,NOUN,0.05978908133901606,-1.6429289991538831,-3.2641062114746324,-8.723091512565198,-0.42595021337126626,-0.5633747273589378,-3.5022678987641402,-0.11662593520513109,-0.06785034005094603,-1.2762667388379563,0.8388859498775552,0.36073365568222915,-0.02280417196369651,,,-0.9024386012909,0.18721206576290483,0.04503456353987756,0.18004369535657821,-1.6261864749893626,-0.768770961806245,-0.7569791041465898,-0.60379903929452,-0.880623932974641,-1.8727221160380711,-0.17336143771917217,-0.07011501122089306,-2.288595270251586,0.8050673729340811,0.4629051886477464,-0.820022761382482,,,-0.996216273518872,0.16455296702112635,0.7625505597426925
549,SICILY,sicily,n,0.8475609756097561,58,18,81,7,0.0795454545454545,0.7631578947368421,1.0384615384615383,0.0,2,4,2.1644,1.8129,-12.611152500214953,4.57692307692308,3.96,4.28571428571429,3.74074074074074,3.95454545454545,0.0732517767556404,2.10515,3.465736,0.6931471805599453,0.0,26.0,23.0,sicily,RB,ADV,-0.3779398563899221,-1.7143575705824545,-1.2641062114746324,-4.7230915125651975,0.08524978662873384,-0.07267472735893787,0.2523367264536791,0.9807766621974592,1.3936881214875143,-0.19888578645699617,0.914270565262175,0.716859011807589,-0.0227955308466522,-0.31064803660322093,-0.44590418081991245,-0.20929142073095475,-1.1990822953569857,0.05082338725089941,-1.1380955659971324,-1.696887142422207,-0.29772565139097174,-0.4098640461164419,0.1208444969638431,-0.11359952998728047,0.13492873246081685,1.457899153742278,1.4402058737384316,-0.35664101896142875,0.8774129573084534,0.9198968570510799,-0.8197120325969166,-0.4089712774122229,-0.3405803802244363,-0.23104011612736028,-1.0539520975821157,0.860570178766705
550,MATT,matt,n,0.8679245283018868,58,18,80,3,0.036144578313253,0.7631578947368421,1.3448275862068966,0.0952380952380952,2,11,3.2055,2.3945,-11.013859010128185,3.6,3.37037037037037,4.18518518518519,3.18518518518519,2.41666666666667,0.1022319925859151,1.704748,4.189655,2.4849066497880004,3.9889840465642745,29.0,21.0,matt,NN,NOUN,-0.07157380864456386,-1.6191194753443594,-1.2641062114746324,2.2769084874348025,1.1263497866287335,0.508925272641062,1.8496302165404472,-0.5571021256813209,0.4167650445644342,-0.29941488698609664,0.3246409356325448,0.161303456252039,0.006184684983622499,-0.7110500366032211,0.2780148191800875,1.5824680484971003,2.789901751207289,0.07118693994303016,-0.21553120921934457,-1.6026195858450811,-0.29772565139097174,0.19758730543631695,1.5966394609673278,0.795512743861199,0.9890286845931696,-0.8281179078619862,0.4306755980024578,-0.5369093100578692,0.3115534659207287,0.20698985434189418,0.22239713270995692,-0.9361045540585659,0.21234695007854873,1.7469115571756069,2.4522276862219283,1.2053773065183495
551,AN,an,n,0.8625,58,18,80,4,0.0476190476190476,0.7631578947368421,1.103448275862069,0.2,1,2,4.9781,3.9183,-5.882474568786116,2.15384615384615,1.11111111111111,4.79310344827586,3.0,1.81818181818182,0.1026296798681701,,,3.4339872044851463,2.6390573296152584,29.0,25.0,an,DT,OTHER,-0.3129531189893915,-1.5143575705824546,-2.2641062114746324,-6.7230915125651975,2.898949786628734,2.032725272641062,6.981014657882516,-1.155586974166171,-1.0293888015894157,0.3085033761045741,-1.934618323626715,-0.023881728933150992,0.006582372265877504,,,2.5315486031942465,1.4399750342582727,0.06576241164114338,-0.9424000963776012,-1.4989252736102427,-0.5332483065986084,-0.5834215751315158,4.10936076842346,3.1773994063273494,3.7328670793047656,-1.7177501633631602,-1.0637471723783527,0.5532067442676011,-1.856626746054848,-0.03064581322784295,0.23669770121472894,,,2.7946166222261626,1.2656885300525205,1.1135261422613443
552,VARMINT,varmint,n,0.8606965174129353,74,23,99,5,0.048076923076923,0.7628865979381443,1.380952380952381,2.1578947368421053,2,4,1.6128,1.3424,-15.977074225443156,2.84615384615385,3.38461538461538,3.63636363636364,1.69230769230769,2.90909090909091,0.0610189264761654,,,0.6931471805599453,0.6931471805599453,21.0,19.0,varmint,NN,NOUN,-0.03544901389907951,0.4435371662596508,-1.2641062114746324,-4.7230915125651975,-0.46635021337126625,-0.5431747273589378,-3.113584998774524,-0.0646778832570809,-0.3370811092817161,-0.8482364358076464,0.33888594987755516,-1.331574036625461,-0.0350283811261272,,,-0.20929142073095475,-0.5059351147970405,0.06395892905407863,-0.10674811046096618,0.43901723160161654,-0.29772565139097174,-0.4098640461164419,-0.661067425180353,-0.849048850561059,-1.6648867693493659,-0.09614200143697545,-0.34833201634498023,-1.5210534255652335,0.32522421126735535,-1.708719219604869,-1.2595971414148524,,,-0.23104011612736028,-0.4446995652804947,1.0829885607205647
553,EYEBROWS,eyebrows,n,0.8647058823529412,61,19,86,4,0.0444444444444444,0.7625,1.1071428571428572,0.4090909090909091,1,3,2.2279,2.1399,-11.603686707931304,4.92307692307692,4.92307692307692,4.91666666666667,3.26923076923077,2.27272727272727,0.1163619784907222,2.808398,4.532599,0.6931471805599453,1.0986122886681098,28.0,22.0,eyebrows,NNS,NOUN,-0.30925853770860323,-1.3052666614915454,-2.2641062114746324,-5.7230915125651975,0.14874978662873373,0.2543252726410621,1.2598025187373274,-0.7010415196207211,1.739841967641354,0.4320665944953834,1.8773474883390948,0.24534904029761906,0.0203146708884296,0.39259996339677894,0.6209588191800877,-0.20929142073095475,-0.10047000668887596,0.06796829399408455,-0.9312745521864032,-1.2919651380340984,-0.5332483065986084,-0.49664281062397886,0.2108579252744964,0.397541655618725,0.6736377989566079,-1.042080095893923,1.7979134517551072,0.7747797027885975,1.801664708703436,0.3148398880850746,0.7305019688952588,0.5168618166656967,0.47428662891475415,-0.23104011612736028,-0.08830968041464136,1.1508773829694359
554,VET,vet,n,0.8383233532934131,61,19,79,8,0.0919540229885057,0.7625,2.357142857142857,2.4166666666666665,6,11,2.4728,2.2878,-12.040681595348294,4.0,4.26923076923077,4.89285714285714,3.35714285714286,2.92,0.1011451965510041,1.871802,3.178054,2.833213344056216,2.8903717578961645,28.0,24.0,vet,NN,NOUN,0.9407414622913968,0.702309096084212,2.7358937885253676,2.2769084874348025,0.3936497866287336,0.402225272641062,0.8228076313203374,-0.053768792347991035,0.8167650445644341,0.4082570706858535,1.223501334492945,0.3332611282097089,0.005097888948711493,-0.543996036603221,-0.7335861808199127,1.9307747427653161,1.6912894625391788,0.04158576493455646,2.8328678991688543,0.6951521057223594,0.644364969439575,0.19758730543631695,0.5580120763497566,0.6287275313102485,0.4399692122245233,-0.07992591981771513,0.8440265770439574,0.7320845812131138,1.1741774972931063,0.4276515456566417,0.18331667466806828,-0.7161762759858336,-0.5603110962799943,2.1314128368296537,1.4865852690544537,0.7041535619656697
555,RESEARCH,research,n,0.7543859649122807,61,19,68,23,0.2527472527472527,0.7625,1.5925925925925926,2.5217391304347827,4,8,3.2276,3.0166,-7.753595308544937,2.60714285714286,2.43478260869565,4.92857142857143,3.82142857142857,3.16666666666667,0.0742622395053513,3.417727,6.755769,0.0,1.3862943611198906,27.0,23.0,research,NN,NOUN,0.17619119774113212,0.8073815598523282,0.7358937885253676,-0.7230915125651975,1.1484497866287335,1.1310252726410621,5.109893918123695,0.1928978743186791,-0.576092098292706,0.4439713564001435,-0.6109468260421749,0.7975468424954189,-0.021785068096941307,1.0019289633967792,2.8441288191800873,-0.9024386012909,0.18721206576290483,-0.04235162344657595,0.5305670135780192,0.7991538121634277,0.17331965902430166,-0.06274898808629399,1.6279669690880434,1.767931494826019,2.7323470470250073,0.2867377034622665,-0.5953205821184048,0.7961272635763307,-0.5863173132366567,1.0234381122064615,-0.7833764684022959,1.319049598758792,2.172337727048229,-0.996216273518872,0.16455296702112635,-0.7171215090516238
556,JOYRIDING,joyriding,v,0.8698224852071006,61,19,86,3,0.0337078651685393,0.7625,1.2592592592592593,1.0,1,3,1.1139,1.1139,-16.66872926533075,2.75,3.78260869565217,4.77777777777778,3.21428571428571,4.22222222222222,0.0666969365348585,,,,,27.0,24.0,joyriding,NN,NOUN,-0.15714213559220114,-0.7143575705824545,-2.2641062114746324,-5.7230915125651975,-0.9652502133712664,-0.7716747273589379,-3.8052400386621184,1.2484534298742287,-0.4332349554355659,0.29317770560649414,0.7368792609143449,0.19040398535255898,-0.0293503710674341,,,,,0.07308489684824393,-0.4732043067833826,-0.7070777983623863,-0.5332483065986084,-0.49664281062397886,-1.3682752894982273,-1.2062224313285586,-2.0347264638866576,1.8557937490297245,-0.4476952324607291,0.5257248269316723,0.7071729486475589,0.2443326021028402,-1.0554196998967222,,,,,1.237514580351518
557,TUITION,tuition,n,0.8522727272727273,64,20,86,6,0.0652173913043478,0.7619047619047619,1.3571428571428572,1.318181818181818,2,5,2.316,2.1492,-12.094571804212952,4.0,2.30769230769231,4.83333333333333,2.26923076923077,2.31818181818182,0.0686753185500986,2.159484,3.091042,0.0,0.6931471805599453,28.0,22.0,tuition,NN,NOUN,-0.05925853770860323,-0.3961757524006366,-1.2641062114746324,-3.7230915125651975,0.23684978662873357,0.26362527264106217,0.7689174224556794,-0.6555869741661708,0.8167650445644341,0.3487332611620442,-0.7380371270455148,-0.7546509597023809,-0.027371989052194,-0.25631403660322105,-0.8205981808199128,-0.9024386012909,-0.5059351147970405,0.05553513891387063,-0.17844606191535178,-0.39213846161608,-0.29772565139097174,-0.32308528160890493,0.33574269746612717,0.412078698512107,0.411153202457147,-0.9745130891469914,0.8440265770439574,0.6253467772744322,-0.7082841369378937,-0.9683927167914725,-0.9842784067250471,-0.3374400176949829,-0.6267706212604457,-0.996216273518872,-0.4446995652804947,0.9403522080692818
558,TUBBY,tubby,s,0.8160919540229885,64,20,78,12,0.1333333333333333,0.7619047619047619,1.3333333333333333,3.807692307692308,1,5,1.5051,1.3222,-14.742465579300012,2.76,3.5,4.13333333333333,2.17857142857143,2.29166666666667,0.1110946159464886,0.949081,1.94591,1.6094379124341005,2.4849066497880004,27.0,26.0,tubby,NN,NOUN,-0.08306806151812718,2.0933347371098536,-2.2641062114746324,-3.7230915125651975,-0.5740502133712662,-0.5633747273589378,-1.8789763526313799,-0.6821021256813209,-0.4232349554355661,-0.351266738837956,0.454270565262175,-0.8453103003617208,0.015047308344196,-1.466717036603221,-1.9657301808199126,0.7069993111432005,1.2858243544310146,0.019354365664131845,-0.25014401336973807,2.0720022830363414,-0.5332483065986084,-0.32308528160890493,-0.8137358697324376,-0.880623932974641,-1.004720561875643,-1.0139271764160285,-0.43736145798469184,-0.6298897970444679,0.43595724857506557,-1.0847297386621475,0.5410911371579185,-1.930947791014205,-1.5014192761576342,0.7804677438664335,1.1301953841886008,0.3277190053719484
