,word_upper,word_lower,word_lower_no_article,article,syntactic_category,category,subcategory_1,subcategory_2,subcategory_3,acc,hits,misses,correct_rejections,false_alarms,false_alarm_rate,hit_rate,num_meanings_human,num_synonyms_human,Log Subtlex frequency,Log Subtlex CD,google_ngram_frequency,concreteness,imageability,familiarity,valence,arousal,num_ratings_meanings,num_ratings_synonyms,multi_word,log_topic_variability,log_document_frequency,log_orthographic_neighborhood_size,log_phonological_neighborhood_size,num_ratings_meanings.1,num_ratings_synonyms.1,num_meanings_human_demean,num_synonyms_human_demean,google_ngram_frequency_demean,arousal_demean,concreteness_demean,familiarity_demean,imageability_demean,valence_demean,log_topic_variability_demean,log_document_frequency_demean,log_orthographic_neighborhood_size_demean,log_phonological_neighborhood_size_demean,acc_demean,num_meanings_human_zscore,num_synonyms_human_zscore,google_ngram_frequency_zscore,arousal_zscore,concreteness_zscore,familiarity_zscore,imageability_zscore,valence_zscore,log_topic_variability_zscore,log_document_frequency_zscore,log_orthographic_neighborhood_size_zscore,log_phonological_neighborhood_size_zscore,acc_zscore
661,QUEEN VICTORIA,queen victoria,queen victoria,,NOUN,famous people,"Politicians,history",,,0.8901734104046243,74,9,80,10,0.1111111111111111,0.891566265060241,1.2857142857142858,0.24,,,-13.72889671168894,4.72,4.5,4.32142857142857,3.38095238095238,3.21739130434783,28.0,25.0,1.0,,,0.9162907318741552,1.3862943611198906,28.0,25.0,-0.05985192471124301,-1.219770782437335,0.876800403257425,0.21880247000856112,1.1349892821887204,-0.0009612096138802428,1.2780226320768784,0.23248090638521335,,,-0.3000039929839534,-0.2381857088349444,0.0921065174993011,-0.18806160428506025,-1.0227612644732595,0.35044822376046036,0.330119533920069,1.1391127953966018,-0.0014208526081533179,1.2737405082078412,0.3168374009683461,,,-0.30024588910769356,-0.19049453786448783,1.3769841228110042
662,REPUTABLE,reputable,reputable,,ADJ,,,,,0.7058823529411765,45,28,63,17,0.2125,0.6164383561643836,1.2692307692307692,3.24,1.6435,1.6232,-13.595373436277503,1.8,1.53571428571429,4.78571428571429,4.18181818181818,2.73913043478261,26.0,25.0,0.0,2.315008,2.639057,0.0,0.0,26.0,25.0,-0.07633544119475966,1.7802292175626653,1.0103236786688612,-0.25945839955665884,-1.7850107178112793,0.4633245046718395,-1.6862630822088316,1.0333467072510132,-0.18862279235880397,-1.5548274792358798,-1.2162947248581086,-1.624480069954835,-0.09218453996414666,-0.23985470148460722,1.4926980641136753,0.4038161220013538,-0.3914594105356302,-1.7914958145312332,0.6848826950729467,-1.6806131138807523,1.4083001056530355,-0.22404073691811316,-1.0441488729045036,-1.2172754350691373,-1.2992155646523695,-1.3781505516179096
663,IOWA,iowa,iowa,,NOUN,geography,United States,state,,0.83125,53,23,80,4,0.0476190476190476,0.6973684210526315,1.0740740740740742,0.125,,,-11.93864887167414,4.79166666666667,3.85714285714286,4.71428571428571,3.18181818181818,2.13636363636364,27.0,24.0,0.0,2.512306,4.521789,0.6931471805599453,0.0,27.0,24.0,-0.27149213635145464,-1.334770782437335,2.667048243272225,-0.8622251979756292,1.2066559488553903,0.39189593324325944,0.6351654892197383,0.033346707251013186,0.008675207641196003,0.32790452076412,-0.5231475442981633,-1.624480069954835,0.03318310709467687,-0.8530593954891132,-1.1191872054024254,1.0659921186918004,-1.3008874190438384,1.2110398331973453,0.5792975338912276,0.6330373130560998,0.04544667439809725,0.010304162548680884,0.22020522556265248,-0.5235693632274756,-1.2992155646523695,0.4960844558611604
664,GUY,guy,guy,,NOUN,common names,boy,,,0.9132947976878611,70,14,88,1,0.0112359550561797,0.8333333333333334,2.1153846153846154,4.0,,,-9.845334401852586,3.92,3.60714285714286,3.92857142857143,3.27272727272727,2.73913043478261,26.0,25.0,0.0,2.899588,5.17615,2.19722457733622,3.784189633918261,26.0,25.0,0.7698184049590866,2.540229217562665,4.7603627130937785,-0.25945839955665884,0.3349892821887206,-0.39381835247102037,0.38516548921973826,0.12425579816010313,0.3959572076411959,0.9822655207641198,0.9809298524781114,2.159709563963426,0.11522790478253797,2.4188576214254436,2.129947760689032,1.9026686701573587,-0.3914594105356302,0.33620632692322255,-0.5821392391075348,0.38387495938597704,0.1693424408758176,0.47030660228602705,0.6596432402280783,0.9817207857140837,1.727277750294516,1.7226467756913828
665,TO RANK,to rank,rank,to,VERB,,,,,0.7307692307692307,38,36,76,6,0.073170731707317,0.5135135135135135,2.1481481481481484,2.8,2.6375,2.5132,-13.909248687557463,2.6,1.64285714285714,4.89285714285714,3.27272727272727,2.73913043478261,27.0,25.0,1.0,3.318721,5.049856,2.8903717578961645,2.9444389791664403,27.0,25.0,0.8025819377226195,1.3402292175626649,0.6964484273889013,-0.25945839955665884,-0.9850107178112792,0.5704673618146892,-1.5791202250659817,0.12425579816010313,0.8150902076411959,0.8559715207641201,1.6740770330380559,1.3199589092116053,-0.06729766213609245,2.5218043948714564,1.1237640292542581,0.2783633691458839,-0.3914594105356302,-0.9885893460578535,0.8432604368454955,-1.5738292480221356,0.1693424408758176,0.9681407452992142,0.5748301406940975,1.6754268575557447,1.055667712560463,-1.00609397445085
666,TO INCH,to inch,inch,to,VERB,,,,,0.7,36,48,90,6,0.0625,0.4285714285714285,1.5185185185185186,2.333333333333333,2.8007,2.699,-15.863946651458376,2.76,2.71428571428571,4.35714285714286,3.13636363636364,2.1304347826087,27.0,24.0,1.0,3.301991,6.021023,1.791759469228055,2.3978952727983707,27.0,24.0,0.17295230809298978,0.8735625508959981,-1.258249536512011,-0.8681540517305693,-0.8250107178112795,0.034753076100409785,-0.5076916536374116,-0.0121078382035269,0.798360207641196,1.8271385207641195,0.5754647443699463,0.7734152028435357,-0.09806689290532322,0.5434359660393981,0.7324703559185125,-0.5029095715283279,-1.3098326125701476,-0.8280080523631779,0.05137172798270629,-0.5059905894358968,-0.016501208840756263,0.9482693316605587,1.2270201373298653,0.5759287471641346,0.6185567235066345,-1.4660911971301254
667,TO STOOP,to stoop,stoop,to,VERB,,,,,0.75,51,27,72,14,0.1627906976744186,0.6538461538461539,1.9259259259259256,2.56,2.1004,2.0569,-15.366241003056908,3.68,3.21428571428571,4.75,2.27272727272727,2.22727272727273,27.0,25.0,1.0,2.61496,3.850148,2.19722457733622,2.70805020110221,27.0,25.0,0.5803597155003968,1.1002292175626651,-0.7605438881105435,-0.7713161070665389,0.09498928218872082,0.42761021895754947,-0.007691653637411644,-0.8757442018398969,0.1113292076411958,-0.34373647923588013,0.9809298524781114,1.083570131147375,-0.04806689290532318,1.8235567141071989,0.9225272829673035,-0.30398167438109835,-1.1637277849737482,0.0953343863812089,0.6320901144820872,-0.007665882095651383,-1.1935109903791208,0.13223363628822327,-0.23083722288384942,0.9817207857140837,0.8666103117031282,-0.718595710276302
668,A PASSION FRUIT,a passion fruit,passion fruit,a,NOUN,food,fruit,,,0.8940397350993378,56,13,79,3,0.0365853658536585,0.8115942028985508,1.1923076923076923,0.2083333333333333,,,-19.25173325045703,4.8,4.53571428571429,4.42857142857143,4.04545454545455,3.47826086956522,26.0,24.0,1.0,,,0.9162907318741552,2.251291798606496,26.0,24.0,-0.15325851811783653,-1.2514374491040017,-4.6460361355106645,0.4796720352259509,1.2149892821887205,0.10618164752897918,1.3137369177911684,0.8969830708873836,,,-0.3000039929839534,0.6268117286516612,0.09597284219401458,-0.4815558217491571,-1.0493133351638995,-1.8569734972379963,0.7237080490777187,1.21940344224394,0.15695688916440975,1.3093351301607201,1.2224564559364623,,,-0.30024588910769356,0.5013071991665231,1.4347853280112004
669,SWIMMING,swimming,swimming,,NOUN,sport,,,,0.8333333333333334,58,16,72,10,0.1219512195121951,0.7837837837837838,1.5925925925925926,0.96,3.0086,2.8062,-11.294615867359742,3.84,4.21428571428571,4.92857142857143,4.0,3.78260869565217,27.0,25.0,0.0,3.250051,5.996452,1.0986122886681098,1.3862943611198906,27.0,25.0,0.24702638216706374,-0.49977078243733497,3.311081247586623,0.7840198613129008,0.2549892821887205,0.6061816475289792,0.9923083463625884,0.8515285254328333,0.7464202076411959,1.8025675207641196,-0.11768243618999885,-0.2381857088349444,0.03526644042801019,0.7761851929608163,-0.4190510256123952,1.3234055751256577,1.1828946500949693,0.2559156800758845,0.896053017436355,0.9889835325848394,1.1605085726975948,0.8865764909915945,1.2105194114945173,-0.11777732467752701,-0.19049453786448783,0.5272301011467362
670,A NISSAN,a nissan,nissan,a,NOUN,vehicle,land,motorized,car,0.9280575539568344,57,9,72,1,0.0136986301369863,0.8636363636363636,1.148148148148148,0.16,,,-17.430111117033356,4.64,4.39285714285714,4.75,3.18181818181818,2.82608695652174,27.0,25.0,1.0,,,,,27.0,25.0,-0.1974180622773809,-1.299770782437335,-2.824414002086991,-0.1725018778175289,1.0549892821887203,0.42761021895754947,1.170879774934018,0.033346707251013186,,,,,0.12999066105151125,-0.6203101685676958,-1.0898401799022446,-1.1288896156049724,-0.2602632388164136,1.058822148549264,0.6320901144820872,1.166956642349214,0.04544667439809725,,,,,1.9433486493829928
671,A CARVING FORK,a carving fork,carving fork,a,NOUN,household item,kitchen item,tableware,,0.8258064516129032,51,21,77,6,0.072289156626506,0.7083333333333334,1.037037037037037,0.7083333333333334,,,-20.11673072856476,4.6,4.35714285714286,4.55555555555556,3.09090909090909,2.52173913043478,27.0,24.0,1.0,,,2.079441541679836,2.4849066497880004,27.0,24.0,-0.30852917338849184,-0.7514374491040016,-5.511033613618396,-0.476849703904489,1.0149892821887203,0.23316577451310927,1.1351654892197387,-0.057562383658076755,,,0.8631468168217276,0.8604265798331654,0.027739558707580048,-0.9694340089498231,-0.6300701137327436,-2.2027042115875113,-0.7194498398336797,1.0186768251255949,0.34466384237633696,1.1313620203963457,-0.0784490920796231,,,0.8638427804558482,0.6881460877454367,0.41470389882465486
672,TO SPLATTER,to splatter,splatter,to,VERB,,,,,0.7232704402515723,51,26,64,18,0.2195121951219512,0.6623376623376623,1.5555555555555556,2.72,1.6532,1.6232,-17.346567417997544,3.48,3.55555555555556,4.85714285714286,2.23809523809524,3.73913043478261,27.0,25.0,1.0,,,1.0986122886681098,1.6094379124341005,27.0,25.0,0.20998934513002676,1.2602292175626653,-2.74087030305118,0.7405416004433412,-0.10501071781127935,0.5347530761004098,0.3335781876324382,-0.9103762364719268,,,-0.11768243618999885,-0.015042157520734456,-0.0747964526537509,0.6598105795001072,1.0566851138252733,-1.0954980468685667,1.1172965642353692,-0.10539223073713615,0.7904678562546515,0.3324605054540485,-1.2407093776087226,,,-0.11777732467752701,-0.012030313906796193,-1.1182002158270885
673,TO FILCH,to filch,filch,to,VERB,,,,,0.8536585365853658,60,19,80,5,0.0588235294117647,0.759493670886076,1.0952380952380951,2.8823529411764706,0.9031,0.6021,-17.583080424350175,3.04,2.14285714285714,2.85714285714286,2.27272727272727,3.52173913043478,21.0,17.0,1.0,,,,,21.0,17.0,-0.2503281151874337,1.4225821587391356,-2.9773833094038107,0.523150296095511,-0.5450107178112793,-1.4652469238995907,-1.0791202250659815,-0.8757442018398969,,,,,0.05559164368004266,-0.7865596163687086,1.1928158539605662,-1.190029895467855,0.7893061349373196,-0.5469907883974948,-2.1659166568331303,-1.07550454068189,-1.1935109903791208,,,,,0.8310900551523543
674,TO WRING,to wring,wring,to,VERB,,,,,0.7088607594936709,36,39,76,7,0.0843373493975903,0.48,1.8148148148148149,2.24,1.7993,1.7404,-15.163525925425754,3.52,3.21428571428571,4.53571428571429,2.40909090909091,3.34782608695652,27.0,25.0,1.0,2.29841,2.70805,1.791759469228055,3.58351893845611,27.0,25.0,0.46924860438928606,0.7802292175626653,-0.5578288104793891,0.34923725261725114,-0.06501071781127932,0.2133245046718395,-0.007691653637411644,-0.7393805654762566,-0.20522079235880408,-1.48583447923588,0.5754647443699463,1.959038868501275,-0.08920613341165229,1.4744328737250723,0.6542116212513638,-0.22295851492385468,0.5269137914988864,-0.06524690731346713,0.31533463093697417,-0.007665882095651383,-1.007667340662533,-0.2437553647468285,-0.9978164249960683,0.5759287471641346,1.566786713355361,-1.3336236424978016
675,TO SAW,to saw,saw,to,VERB,,,,,0.8265895953757225,69,16,74,14,0.1590909090909091,0.8117647058823529,1.4615384615384617,2.16,4.3123,3.8075,-15.773379809188016,3.64,3.60714285714286,4.89285714285714,2.77272727272727,3.5,26.0,25.0,1.0,4.405702,8.268988,3.1354942159291497,3.49650756146648,26.0,25.0,0.11597225111293286,0.7002292175626652,-1.1676826942416518,0.501411165660731,0.05498928218872079,0.5704673618146892,0.38516548921973826,-0.3757442018398969,1.9020712076411956,4.07510352076412,1.919199491071041,1.8720274915116448,0.02852270247039934,0.3643980991767686,0.5871327058223789,-0.46671092370913586,0.7565070920075191,0.0551890629575399,0.8432604368454955,0.38387495938597704,-0.5120842747516515,2.259225567078022,2.7366475091282525,1.9207469601995568,1.4971973491165584,0.4264118273899577
676,TO BOOM,to boom,boom,to,VERB,,,,,0.8341968911917098,62,29,99,3,0.0294117647058823,0.6813186813186813,1.7692307692307692,2.76,3.0465,2.7679,-16.28659195686388,3.0,2.0,4.22222222222222,2.90909090909091,4.56521739130435,26.0,25.0,1.0,2.767367,4.70048,2.5649493574615367,3.1354942159291497,26.0,25.0,0.42366455880524034,1.3002292175626649,-1.6808948419175156,1.5666285569650813,-0.5850107178112793,-0.10016755882023087,-1.2219773679231216,-0.23938056547625663,0.263736207641196,0.5065955207641197,1.348654632603428,1.5110141459743147,0.03612999828638663,1.3312025802349683,1.0902245715397656,-0.6718366112625584,2.363660195567935,-0.5871361118211639,-0.14806690980496995,-1.217883028493386,-0.3262406250350638,0.3132582948911271,0.3402056813944938,1.3497420658893857,1.2084685636766954,0.5401402131822071
677,A WARLOCK,a warlock,warlock,a,NOUN,mythical creatures,,,,0.8407643312101911,57,18,75,7,0.0853658536585365,0.76,1.1851851851851851,1.5416666666666667,2.2695,1.6435,-16.450802815207,3.64,3.82142857142857,4.35714285714286,2.90909090909091,4.47826086956522,27.0,24.0,1.0,,,0.6931471805599453,0.6931471805599453,27.0,24.0,-0.1603810252403437,0.0818958842293318,-1.8451057002606337,1.4796720352259514,0.05498928218872079,0.034753076100409785,0.5994512035054482,-0.23938056547625663,,,-0.5231475442981633,-0.9313328893948897,0.04269743830486794,-0.503935555106986,0.06866858865251611,-0.737470024995867,2.232464023848719,0.0551890629575399,0.05137172798270629,0.5974426911032208,-0.3262406250350638,,,-0.5235693632274756,-0.7448550512584287,0.6383228486621663
678,WIRELESS,wireless,wireless,,ADJ,,,,,0.847457627118644,60,25,90,2,0.0217391304347826,0.7058823529411765,1.7407407407407407,1.32,2.1335,1.9345,-11.286048362272965,2.72,2.21428571428571,4.96428571428571,3.75,3.08695652173913,27.0,25.0,0.0,1.909543,2.639057,0.6931471805599453,0.6931471805599453,27.0,25.0,0.3951745303152119,-0.13977078243733487,3.3196487526734,0.0883676873998609,-0.8650107178112791,0.6418959332432594,-1.0076916536374116,0.6015285254328333,-0.5940877923588042,-1.5548274792358798,-0.5231475442981633,-0.9313328893948897,0.04939073421332085,1.2416836468036534,-0.11719590618196297,1.3268299199692106,0.13332527634123606,-0.8681533757868465,0.9488455980272003,-1.0043152967761422,0.8197952148838603,-0.7056404219747469,-1.0441488729045036,-0.5235693632274756,-0.7448550512584287,0.7383870183370804
679,A SURFER,a surfer,surfer,a,NOUN,people,Sports,,,0.7979274611398963,67,26,87,13,0.13,0.7204301075268817,1.7037037037037035,0.96,1.9243,1.7482,-16.04736913183357,4.28,4.53571428571429,4.85714285714286,3.72727272727273,4.21739130434783,27.0,25.0,1.0,0.287682,1.609438,1.3862943611198906,2.079441541679836,27.0,25.0,0.3581374932781747,-0.49977078243733497,-1.441672016887205,1.2188024700085607,0.6949892821887209,0.5347530761004098,1.3137369177911684,0.5788012527055635,-2.2159487923588044,-2.58444647923588,0.16999963626178194,0.45496147172500123,-0.0001394317654268562,1.1253090333429436,-0.4190510256123952,-0.5762216756359629,1.8388755086910675,0.6975142377362437,0.7904678562546515,1.3093351301607201,0.7888212732644339,-2.632040349972568,-1.7355924785316748,0.17013670861418612,0.36386597552945327,-0.0020844923076127173
680,TO BLARE,to blare,blare,to,VERB,,,,,0.7409638554216867,41,38,82,5,0.057471264367816,0.5189873417721519,1.5925925925925926,2.88,1.3222,1.2304,-17.383591062183292,3.08,2.28571428571429,4.17857142857143,2.0,4.17391304347826,27.0,25.0,1.0,,,2.302585092994046,2.772588722239781,27.0,25.0,0.24702638216706374,1.420229217562665,-2.7778939472369277,1.1753242091389908,-0.5050107178112793,-0.14381835247102082,-0.9362630822088316,-1.1484714745671667,,,1.0862903681359373,1.1481086522849462,-0.05710303748363643,0.7761851929608163,1.190842944683243,-1.110296021748404,1.7732774228314518,-0.5068454649738259,-0.21259117497156288,-0.9331260528703843,-1.5651982898122818,,,1.08716625457563,0.9182264889233938,-0.853685256093258
681,TO ATTIRE,to attire,attire,to,VERB,,,,,0.7297297297297297,37,32,71,8,0.1012658227848101,0.5362318840579711,1.2083333333333333,2.5217391304347827,1.8865,1.7993,-18.311065977954293,2.88,2.35714285714286,4.14285714285714,3.47619047619048,2.73913043478261,24.0,23.0,1.0,2.115251,2.70805,0.0,1.3862943611198906,24.0,23.0,-0.13723287709219556,1.0619683479974478,-3.7053688630079282,-0.25945839955665884,-0.7050107178112794,-0.17953263818531084,-0.8648345107802617,0.32771900162331313,-0.38837979235880393,-1.48583447923588,-1.2162947248581086,-0.2381857088349444,-0.06833716317559346,-0.4312014216940427,0.8904460625447455,-1.4809983339357555,-0.3914594105356302,-0.7075720820921709,-0.2653837555624225,-0.8619368089646365,0.446632965849775,-0.46130636598069047,-0.9978164249960683,-1.2172754350691373,-0.19049453786448783,-1.021634421162987
682,CURTIS,curtis,curtis,,NOUN,common names,boy,,,0.738255033557047,43,29,67,10,0.1298701298701298,0.5972222222222222,1.2962962962962965,0.0869565217391304,,,-12.236251236102762,3.72,3.25,3.28571428571429,3.04545454545455,2.60869565217391,27.0,23.0,0.0,2.154665,2.484907,,,27.0,23.0,-0.04926991412923232,-1.3728142606982046,2.369445878843603,-0.38989318216535906,0.13498928218872086,-1.0366754953281605,0.028022632076878384,-0.10301692911261684,-0.3489657923588041,-1.7089774792358798,,,-0.05981185934827615,-0.15481171472485725,-1.1510861461634916,0.9470434735800309,-0.5882536681144631,0.13547970980487792,-1.532405689742889,0.02792873985722759,-0.1403969753184766,-0.41449154845803854,-1.1476687494874225,,,-0.8941818984634409
683,A BATHROOM,a bathroom,bathroom,a,NOUN,building components,space,,,0.6984924623115578,49,47,90,13,0.1262135922330097,0.5104166666666666,1.2222222222222223,3.0,3.4978,3.2639,-13.937109758318377,4.68,4.78571428571429,5.0,3.04545454545455,2.17391304347826,27.0,25.0,1.0,2.785526,5.036953,0.6931471805599453,1.3862943611198906,27.0,25.0,-0.1233439882033065,1.540229217562665,0.6685873566279881,-0.8246757908610092,1.0949892821887204,0.6776102189575495,1.5637369177911684,-0.10301692911261684,0.2818952076411958,0.8430685207641195,-0.5231475442981633,-0.2381857088349444,-0.09957443059376536,-0.38756094164627614,1.2914613178267205,0.2672275818858044,-1.2442345267105466,1.0989674719729328,1.00163817861806,1.5584974838308427,-0.1403969753184766,0.33482703369951583,0.5661650938724987,-0.5235693632274756,-0.19049453786448783,-1.488628749497576
684,LAURIE,laurie,laurie,,NOUN,common names,girl,,,0.8192771084337349,66,16,70,14,0.1666666666666666,0.8048780487804879,1.5,0.0,,,-12.57588516624275,3.8,2.96428571428571,3.46428571428571,3.27272727272727,2.8695652173913,26.0,24.0,0.0,1.375823,3.713572,,,26.0,24.0,0.15443378957447118,-1.459770782437335,2.029811948703614,-0.12902361694796882,0.2149892821887205,-0.8581040667567406,-0.25769165363741164,0.12425579816010313,-1.1278077923588041,-0.48031247923587994,,,0.021210215528411736,0.4852486593090432,-1.2239980107602144,0.8112952381730286,-0.19466515295681272,0.2157703566522155,-1.2684427867886356,-0.25682823576577407,0.1693424408758176,-1.3395777135003442,-0.3225552291387227,,,0.3170908076536928
685,TO EVACUATE,to evacuate,evacuate,to,VERB,,,,,0.7878787878787878,59,19,71,16,0.1839080459770115,0.7564102564102564,1.7407407407407407,2.76,2.4579,2.2718,-14.033788787151996,3.6,3.10714285714286,4.85714285714286,1.90909090909091,4.30434782608696,27.0,25.0,1.0,,,1.0986122886681098,0.6931471805599453,27.0,25.0,0.3951745303152119,1.3002292175626649,0.5719083277943682,1.3057589917476906,0.014989282188720754,0.5347530761004098,-0.11483451078026174,-1.2393805654762566,,,-0.11768243618999885,-0.9313328893948897,-0.010188105026535332,1.2416836468036534,1.0902245715397656,0.22858595512131363,1.970071680410284,0.015043739533870887,0.7904678562546515,-0.11444974795426838,-1.689094056290002,,,-0.11777732467752701,-0.7448550512584287,-0.15231125053855812
686,DISCREET,discreet,discreet,,ADJ,,,,,0.75,53,28,76,15,0.1648351648351648,0.654320987654321,1.4074074074074074,3.24,2.3181,2.2504,-12.792457025306092,1.8,1.78571428571429,4.78571428571429,3.18181818181818,2.47826086956522,27.0,25.0,0.0,2.144956,2.484907,0.0,0.0,27.0,25.0,0.06184119698187862,1.7802292175626653,1.8132400896402725,-0.5203279647740491,-1.7850107178112793,0.4633245046718395,-1.4362630822088316,0.033346707251013186,-0.35867479235880406,-1.7089774792358798,-1.2162947248581086,-1.624480069954835,-0.04806689290532318,0.19431212565727007,1.4926980641136753,0.7247336637904429,-0.7850479256932806,-1.7914958145312332,0.6848826950729467,-1.4314507602106297,0.04544667439809725,-0.4260236198876683,-1.1476687494874225,-1.2172754350691373,-1.2992155646523695,-0.718595710276302
687,A SLEEP DISORDER,a sleep disorder,sleep disorder,a,NOUN,diseases and conditions,psychiatric/brain,,,0.8323699421965318,55,25,89,4,0.043010752688172,0.6875,1.4444444444444444,1.12,,,-17.08267954225912,2.48,1.71428571428571,4.82142857142857,1.57142857142857,2.34782608695652,27.0,25.0,1.0,,,1.791759469228055,2.302585092994046,27.0,25.0,0.0988782340189156,-0.33977078243733483,-2.476982427312757,-0.6507627473827489,-1.1050107178112794,0.49903879038611976,-1.5076916536374116,-1.5770429031385966,,,0.5754647443699463,0.6781050230392109,0.03430304929120864,0.31068673911797917,-0.28489319475442526,-0.9900247407650568,-0.9818421832721128,-1.1090253163288606,0.737675275663792,-1.5026400041163877,-2.1492783317786857,,,0.5759287471641346,0.5423301994871447,0.5128274906100536
688,A SERGEANT,a sergeant,sergeant,a,NOUN,people,Military,,,0.8352941176470589,60,22,82,6,0.0681818181818181,0.7317073170731707,1.2222222222222223,0.52,3.5066,2.9025,-14.254254898305572,4.16666666666667,4.10714285714286,4.96428571428571,3.13636363636364,3.34782608695652,27.0,25.0,1.0,2.255668,4.418841,0.6931471805599453,0.6931471805599453,27.0,25.0,-0.1233439882033065,-0.9397707824373349,0.3514422166407929,0.34923725261725114,0.5816559488553903,0.6418959332432594,0.8851654892197387,-0.0121078382035269,-0.24796279235880414,0.22495652076411954,-0.5231475442981633,-0.9313328893948897,0.037227224741735676,-0.38756094164627614,-0.7879850604718123,0.14046788769558177,0.5269137914988864,0.5837691547025176,0.9488455980272003,0.8821996667262229,-0.016501208840756263,-0.29452308511403813,0.1510701995849789,-0.5235693632274756,-0.7448550512584287,0.5565436496508076
689,ROTAVIRUS,rotavirus,rotavirus,,NOUN,diseases and conditions,gastrointestinal,,,0.9014084507042254,54,14,74,0,0.0,0.7941176470588235,1.0476190476190477,0.25,,,-14.534409903752437,3.6,2.07142857142857,2.67857142857143,1.63636363636364,3.26086956521739,21.0,16.0,0.0,,,,,21.0,16.0,-0.29794716280648115,-1.209770782437335,0.071287211193928,0.26228073087812076,0.014989282188720754,-1.6438183524710204,-1.1505487964945518,-1.5121078382035267,,,,,0.1033415577989022,-0.9361841193896201,-1.0143764000446365,0.028492774919965592,0.39571761977966924,0.015043739533870887,-2.429879559787398,-1.1466937845876382,-2.0607813557231633,,,,,1.544946961182457
690,A COLONEL,a colonel,colonel,a,NOUN,people,Military,,,0.832258064516129,49,23,80,3,0.036144578313253,0.6805555555555556,1.3333333333333333,0.52,3.6911,2.8082,-14.619805485004768,4.08333333333333,3.96296296296296,4.71428571428571,3.22727272727273,3.34782608695652,27.0,25.0,1.0,2.371022,4.812184,0.6931471805599453,1.9459101490553128,27.0,25.0,-0.01223287709219556,-0.9397707824373349,-0.014108370058403708,0.34923725261725114,0.49832261552205104,0.39189593324325944,0.7409855950398385,0.07880125270556348,-0.13260879235880418,0.6182995207641202,-0.5231475442981633,0.32143007910047783,0.03419117161080587,-0.03843710126414884,-0.7879850604718123,-0.005638972346219633,0.5269137914988864,0.5001330642365346,0.5792975338912276,0.7385028595831302,0.10739455763696469,-0.15750891602417125,0.41522082439688385,-0.5235693632274756,0.2570711512184903,0.5111549293864387
691,GUARDED,guarded,guarded,,ADJ,,,,,0.7039106145251397,41,42,85,11,0.1145833333333333,0.4939759036144578,2.0,2.76,2.2253,2.1847,-12.158427002778314,2.2,2.25925925925926,4.82142857142857,2.40909090909091,2.78260869565217,26.0,25.0,0.0,3.200372,4.418841,0.0,0.6931471805599453,26.0,25.0,0.6544337895744712,1.3002292175626649,2.4472701121680505,-0.2159801386870992,-1.3850107178112792,0.49903879038611976,-0.9627181086638616,-0.7393805654762566,0.6967412076411961,0.22495652076411954,-1.2162947248581086,-0.9313328893948897,-0.09415627838018348,2.0563059410286186,1.0902245715397656,0.9781490299104663,-0.32586132467602996,-1.390042580294543,0.737675275663792,-0.9594924395021469,-1.007667340662533,0.8275692012035033,0.1510701995849789,-1.2172754350691373,-0.7448550512584287,-1.407627862962786
692,TO UNDERLIE,to underlie,underlie,to,VERB,,,,,0.7333333333333333,37,46,95,2,0.0206185567010309,0.4457831325301205,1.5833333333333333,2.0,,,-15.223028679643926,2.0,1.71428571428571,4.03571428571429,2.77272727272727,2.47826086956522,24.0,25.0,1.0,,,,,24.0,25.0,0.23776712290780444,0.5402292175626651,-0.6173315646975617,-0.5203279647740491,-1.5850107178112793,-0.2866754953281605,-1.5076916536374116,-0.3757442018398969,,,,,-0.0647335595719899,0.7470915395956389,0.45297487496440886,-0.2467411619745901,-0.7850479256932806,-1.5907691974128884,-0.42376149733497115,-1.5026400041163877,-0.5120842747516515,,,,,-0.9677608725609104
693,TO NARROW,to narrow,narrow,to,VERB,,,,,0.6756756756756757,28,42,72,6,0.0769230769230769,0.4,1.5384615384615383,2.52,2.5551,2.4914,-13.768786138483032,2.84,2.28571428571429,4.64285714285714,2.77272727272727,2.60869565217391,26.0,25.0,1.0,4.050335,6.622736,1.791759469228055,2.302585092994046,26.0,25.0,0.1928953280360095,1.060229217562665,0.8369109764633329,-0.38989318216535906,-0.7450107178112795,0.32046736181468916,-0.9362630822088316,-0.3757442018398969,1.5467042076411954,2.4288515207641197,0.5754647443699463,0.6781050230392109,-0.12239121722964752,0.6060992194413178,0.888987825252811,0.33450482465288917,-0.5882536681144631,-0.7477174055158399,0.47371237270952277,-0.9331260528703843,-0.5120842747516515,1.8371308479789117,1.6311022359243375,0.5759287471641346,0.5423301994871447,-1.8297376501941467
694,A MOPED,a moped,moped,a,NOUN,vehicle,land,motorized,motorcycle,0.8456375838926175,54,18,72,5,0.0649350649350649,0.75,1.1538461538461535,1.2,1.3802,1.2553,-17.08341487967897,4.6,4.32142857142857,4.60714285714286,3.45454545454545,3.39130434782609,26.0,25.0,1.0,,,2.302585092994046,0.0,26.0,25.0,-0.1917200565793753,-0.259770782437335,-2.4777177647326045,0.392715513486821,1.0149892821887203,0.2847530761004098,1.0994512035054487,0.30607397997828345,,,1.0862903681359373,-1.624480069954835,0.04757069098729427,-0.6024063818814331,-0.21781427932544045,-0.9903186476698582,0.5925118773585021,1.0186768251255949,0.4209197921186789,1.0957673984434666,0.4171339738312589,,,1.08716625457563,-1.2992155646523695,0.7111775363904057
