WORD,WORD,SyntCat,Category,subcat1,subcat2,subcat3,subcat4,Article,hits,misses,false_alarms,correct_rejections,acc,false_alarm_rate,hit_rate,num_synonyms,num_ratings_synonyms,num_meanings,num_ratings_meanings,word_upper,word,arousal,concrete,fam,image,valence,word_lower_no_article,Word_article,Lg10WF,Lg10CD,google_ngram_frequency,Word,LgTV_T=1700,LgDF,orth_neighborhood,phon_neighborhood,tokens_used,orth_vals_used,phon_vals_used,log_orth_neighborhood,log_phon_neighborhood
TO DEFROST,TO DEFROST,VERB,,,,,,to,41,33,6,76,0.75,0.07317073170731707,0.5540540540540541,1.55,20.0,1.2692307692307692,26.0,TO DEFROST,to defrost,2.1304347826087,3.84210526315789,4.82758620689655,3.16666666666667,3.19230769230769,defrost,to defrost,1.3424,1.301,-16.788417234626813,TO DEFROST,,,0.0,0.0,defrost,0,0,0.0,0.0
HAVANA,HAVANA,NOUN,geography,world,big city,,,,70,16,8,86,0.8666666666666667,0.0851063829787234,0.813953488372093,0.25,20.0,1.2083333333333333,24.0,HAVANA,Havana,3.30434782608696,4.89473684210526,4.13793103448276,3.08333333333333,3.26923076923077,Havana,Havana,,,-13.134172362574962,HAVANA,1.112406,2.890372,0.0,0.0,havana,0,0,0.0,0.0
TO TRY,TO TRY,VERB,,,,,,to,40,41,8,81,0.711764705882353,0.0898876404494382,0.49382716049382713,3.2,20.0,1.6538461538461535,26.0,TO TRY,to try,3.52173913043478,1.94736842105263,4.92857142857143,1.875,3.84615384615385,try,to try,4.3859,3.8484,-10.465310150494446,TO TRY,4.222567,7.737616,10.0,20.0,try,10,20,2.3978952727983707,3.044522437723423
EARTHY,EARTHY,ADJ,,,,,,,58,18,2,80,0.8734177215189873,0.024390243902439025,0.7631578947368421,2.4,20.0,1.565217391304348,23.0,EARTHY,earthy,2.08695652173913,2.21052631578947,4.58620689655172,2.29166666666667,3.76923076923077,earthy,earthy,1.3424,1.2788,-13.643684294764736,EARTHY,1.689481,2.197225,2.0,3.0,earthy,2,3,1.0986122886681098,1.3862943611198906
POKER,POKER,NOUN,games,card game,famous,,,,59,24,5,86,0.8333333333333334,0.054945054945054944,0.7108433734939759,1.05,20.0,2.08,25.0,POKER,poker,3.95652173913043,4.21052631578947,4.86206896551724,4.04166666666667,3.42307692307692,poker,poker,2.9138,2.6395,-12.653421459937755,POKER,2.593387,3.295837,7.0,13.0,poker,7,13,2.0794415416798357,2.6390573296152584
VICKIE,VICKIE,NOUN,common names,girl,,,,,54,29,18,70,0.7251461988304093,0.20454545454545456,0.6506024096385542,0.0,19.0,1.0454545454545454,22.0,VICKIE,Vickie,2.65217391304348,4.47368421052632,3.5,2.625,3.11538461538462,Vickie,Vickie,,,-14.675125048257822,VICKIE,,,,,vickie,,,,
PREVACID,PREVACID,NOUN,medicine,common brand,,,,,68,9,2,87,0.9337349397590361,0.02247191011235955,0.8831168831168831,0.3125,16.0,1.0,18.0,PREVACID,Prevacid,2.21739130434783,4.78947368421053,3.37931034482759,2.5,2.84615384615385,Prevacid,Prevacid,,,-17.61760271160078,PREVACID,,,,,prevacid,,,,
JOBLESS,JOBLESS,ADJ,,,,,,,42,16,5,70,0.8421052631578947,0.06666666666666667,0.7241379310344828,1.95,20.0,1.2,25.0,JOBLESS,jobless,2.17391304347826,3.0,4.79310344827586,2.25,1.46153846153846,jobless,jobless,1.2553,1.1761,-14.591215513612964,JOBLESS,1.878192,2.564949,,,jobless,,,,
AN HEIR,AN HEIR,NOUN,people,Society,,,,an,47,31,3,88,0.7988165680473372,0.03296703296703297,0.6025641025641025,1.8333333333333333,18.0,1.12,25.0,AN HEIR,an heir,3.21739130434783,3.84210526315789,4.75862068965517,2.33333333333333,3.65384615384615,heir,an heir,2.4265,2.2279,-14.177602570766716,AN HEIR,2.555287,3.78419,7.0,43.0,heir,7,43,2.0794415416798357,3.784189633918261
IRVING WALLACE,IRVING WALLACE,NOUN,famous people,Literature,,,,,33,37,1,74,0.7379310344827587,0.013333333333333334,0.4714285714285714,0.0,13.0,1.0,20.0,IRVING WALLACE,Irving Wallace,2.39130434782609,4.94736842105263,2.27586206896552,3.125,3.34615384615385,Irving Wallace,Irving Wallace,,,-19.10984537465775,IRVING WALLACE,,,,,irving;wallace,nan;nan,nan;nan,,
A LIQUEUR,A LIQUEUR,NOUN,drink,alcoholic,,,,a,64,19,5,84,0.8604651162790697,0.056179775280898875,0.7710843373493976,1.1176470588235294,17.0,1.0909090909090908,22.0,A LIQUEUR,a liqueur,3.39130434782609,4.47368421052632,4.55172413793103,3.75,3.73076923076923,liqueur,a liqueur,1.4624,1.2553,-17.03927462182202,A LIQUEUR,,,0.0,1.0,liqueur,0,1,0.0,0.6931471805599453
TO DEPLORE,TO DEPLORE,VERB,,,,,,to,48,45,4,96,0.7461139896373057,0.04,0.5161290322580645,2.7222222222222223,18.0,1.25,24.0,TO DEPLORE,to deplore,3.0,1.68421052631579,4.31034482758621,1.5,2.0,deplore,to deplore,1.1139,1.1139,-16.25951597007576,TO DEPLORE,,,,,deplore,,,,
A TRAVEL AGENT,A TRAVEL AGENT,NOUN,people,Other,,,,a,55,30,8,85,0.7865168539325843,0.08602150537634409,0.6470588235294118,0.631578947368421,19.0,1.0,25.0,A TRAVEL AGENT,a travel agent,2.56521739130435,4.42105263157895,4.82758620689655,3.34782608695652,3.23076923076923,travel agent,a travel agent,,,-16.117956799980114,A TRAVEL AGENT,,,2.5,3.5,travel;agent,3;2,5;2,1.252762968495368,1.5040773967762742
KENYA,KENYA,NOUN,geography,world,country,,,,57,16,11,71,0.8258064516129032,0.13414634146341464,0.7808219178082192,0.05,20.0,1.08,25.0,KENYA,Kenya,2.91304347826087,4.94444444444444,4.48275862068965,3.70833333333333,3.0,Kenya,Kenya,,,-11.80935619411332,KENYA,1.540445,3.73767,0.0,0.0,kenya,0,0,0.0,0.0
A COOKIE,A COOKIE,NOUN,food,dessert,,,,a,52,24,8,77,0.8012422360248447,0.09411764705882353,0.6842105263157895,2.0526315789473686,19.0,2.0,25.0,A COOKIE,a cookie,3.08695652173913,4.68421052631579,4.96551724137931,4.75,4.61538461538461,cookie,a cookie,2.9309,2.6522,-14.232782889735628,A COOKIE,2.624065,3.637586,4.0,14.0,cookie,4,14,1.6094379124341003,2.70805020110221
A RHINOCEROS,A RHINOCEROS,NOUN,living things,animal,mammal,,,a,61,12,5,80,0.8924050632911392,0.058823529411764705,0.8356164383561644,0.3,20.0,1.1666666666666667,24.0,A RHINOCEROS,a rhinoceros,3.82608695652174,4.73684210526316,4.89655172413793,4.875,3.38461538461538,rhinoceros,a rhinoceros,1.5911,1.4771,-16.170280996172558,A RHINOCEROS,1.417066,3.258097,0.0,0.0,rhinoceros,0,0,0.0,0.0
A GEOLOGIST,A GEOLOGIST,NOUN,people,Science,,,,a,52,24,9,75,0.79375,0.10714285714285714,0.6842105263157895,0.85,20.0,1.0,25.0,A GEOLOGIST,a geologist,1.8695652173913,4.31578947368421,4.62068965517241,3.16666666666667,3.38461538461538,geologist,a geologist,1.716,1.5441,-15.639534408319944,A GEOLOGIST,2.053055,3.433987,1.0,1.0,geologist,1,1,0.6931471805599453,0.6931471805599453
TO SEARCH,TO SEARCH,VERB,,,,,,to,30,49,19,70,0.5952380952380952,0.21348314606741572,0.379746835443038,2.8421052631578947,19.0,1.2692307692307692,26.0,TO SEARCH,to search,3.30434782608696,3.21052631578947,4.89655172413793,2.5,3.15384615384615,search,to search,3.3923,3.1903,-11.881780381216773,TO SEARCH,3.70233,6.405228,1.0,13.0,search,1,13,0.6931471805599453,2.6390573296152584
A WHISTLE-BLOWER,A WHISTLE-BLOWER,NOUN,people,Other,,,,a,58,11,11,66,0.8493150684931506,0.14285714285714285,0.8405797101449275,1.85,20.0,1.84,25.0,A WHISTLE-BLOWER,a whistle-blower,3.82608695652174,3.10526315789474,4.78571428571429,2.29166666666667,2.73076923076923,whistle-blower,a whistle-blower,,,-17.399529930604366,A WHISTLE-BLOWER,,,,,whistle-blower,,,,
TO PENCIL,TO PENCIL,VERB,,,,,,to,51,32,4,85,0.7906976744186046,0.0449438202247191,0.6144578313253012,1.6842105263157894,19.0,1.4090909090909092,22.0,TO PENCIL,to pencil,2.0,3.78947368421053,4.55172413793103,3.29166666666667,3.23076923076923,pencil,to pencil,2.7024,2.5933,-17.349367203984006,TO PENCIL,3.048483,5.645447,1.0,4.0,pencil,1,4,0.6931471805599453,1.6094379124341003
SERIOUS,SERIOUS,ADJ,,,,,,,40,41,8,80,0.7100591715976331,0.09090909090909091,0.49382716049382713,3.2,20.0,1.72,25.0,SERIOUS,serious,3.27272727272727,2.05263157894737,4.89655172413793,2.125,2.80769230769231,serious,serious,3.8789,3.6028,-9.503311489204386,SERIOUS,,,0.0,0.0,serious,0,0,0.0,0.0
BLONDIE,BLONDIE,NOUN,famous people,"Bands,singers",,,,,70,2,2,74,0.972972972972973,0.02631578947368421,0.9722222222222222,0.7,20.0,2.0384615384615383,26.0,BLONDIE,Blondie,3.04347826086957,4.89473684210526,4.20689655172414,3.95833333333333,3.57692307692308,Blondie,Blondie,,,-14.815215370234206,BLONDIE,,,,,blondie,,,,
TO ASSOCIATE,TO ASSOCIATE,VERB,,,,,,to,49,29,19,67,0.7073170731707317,0.22093023255813954,0.6282051282051282,3.05,20.0,1.56,25.0,TO ASSOCIATE,to associate,2.78260869565217,2.47368421052632,4.89655172413793,1.83333333333333,3.32,associate,to associate,2.6618,2.5752,-13.043926493202086,TO ASSOCIATE,3.333691,4.812184,2.0,1.0,associate,2,1,1.0986122886681098,0.6931471805599453
JOAN OF ARC,JOAN OF ARC,NOUN,famous people,"Politicians,history",,,,,58,11,2,77,0.9121621621621622,0.02531645569620253,0.8405797101449275,0.1,20.0,1.0,25.0,JOAN OF ARC,Joan of Arc,3.52173913043478,4.89473684210526,4.37931034482759,4.08333333333333,3.30769230769231,Joan of Arc,Joan of Arc,,,-14.626051189967654,JOAN OF ARC,,,7.333333333333333,20.666666666666668,joan;of;arc,6;9;7,31;14;17,2.120263536200091,3.0757749812275277
A POTATO,A POTATO,NOUN,food,vegetable,root,,,a,51,26,9,80,0.7891566265060241,0.10112359550561797,0.6623376623376623,0.85,20.0,1.2083333333333333,24.0,A POTATO,a potato,1.60869565217391,4.78947368421053,5.0,4.875,3.57692307692308,potato,a potato,2.7612,2.5866,-14.63454869144076,A POTATO,2.840539,4.882802,0.0,1.0,potato,0,1,0.0,0.6931471805599453
BATON ROUGE,BATON ROUGE,NOUN,geography,United States,big city,,,,68,11,9,77,0.8787878787878788,0.10465116279069768,0.8607594936708861,0.25,20.0,1.0869565217391304,23.0,BATON ROUGE,Baton Rouge,3.30434782608696,5.0,4.51724137931035,3.66666666666667,3.26923076923077,Baton Rouge,Baton Rouge,,,-13.56984010907094,BATON ROUGE,,,3.5,9.5,baton;rouge,3;4,9;10,1.5040773967762742,2.3513752571634776
TO HEARTEN,TO HEARTEN,VERB,,,,,,to,30,48,7,78,0.6625766871165644,0.08235294117647059,0.38461538461538464,1.9375,16.0,1.2857142857142858,21.0,TO HEARTEN,to hearten,3.1304347826087,1.89473684210526,3.82758620689655,1.54166666666667,4.19230769230769,hearten,to hearten,,,-17.600948680493747,TO HEARTEN,,,,,hearten,,,,
A SERVICEMAN,A SERVICEMAN,NOUN,people,Military,,,,a,54,25,9,76,0.7926829268292683,0.10588235294117647,0.6835443037974683,2.65,20.0,1.68,25.0,A SERVICEMAN,a serviceman,2.78260869565217,4.15789473684211,4.55172413793103,3.41666666666667,3.34615384615385,serviceman,a serviceman,0.9542,0.9031,-17.23137648450219,A SERVICEMAN,1.165752,1.386294,,,serviceman,,,,
TO PRANCE,TO PRANCE,VERB,,,,,,to,43,34,1,83,0.782608695652174,0.011904761904761904,0.5584415584415584,2.85,20.0,1.2083333333333333,24.0,TO PRANCE,to prance,4.0,3.47368421052632,4.44827586206897,3.625,3.80769230769231,prance,to prance,1.6021,1.415,-17.067778443766,TO PRANCE,,,3.0,3.0,prance,3,3,1.3862943611198906,1.3862943611198906
A WHISTLE,A WHISTLE,NOUN,musical instruments,wind,,,,a,41,21,13,57,0.7424242424242424,0.18571428571428572,0.6612903225806451,0.75,20.0,1.72,25.0,A WHISTLE,a whistle,3.39130434782609,4.84210526315789,4.96428571428571,4.45833333333333,3.07692307692308,whistle,a whistle,2.8971,2.6758,-14.398505231209276,A WHISTLE,2.840539,4.962845,5.0,10.0,whistle,5,10,1.791759469228055,2.3978952727983707
A BUZZARD,A BUZZARD,NOUN,living things,animal,bird,,,a,39,19,6,62,0.8015873015873016,0.08823529411764706,0.6724137931034483,0.8947368421052632,19.0,1.5416666666666667,24.0,A BUZZARD,a buzzard,3.0,4.78947368421053,4.68965517241379,4.58333333333333,2.03846153846154,buzzard,a buzzard,1.9731,1.8976,-16.74714734638647,A BUZZARD,,,1.0,4.0,buzzard,1,4,0.6931471805599453,1.6094379124341003
AN ANTISEPTIC,AN ANTISEPTIC,NOUN,medicine,types,,,,an,62,28,19,75,0.7445652173913043,0.20212765957446807,0.6888888888888889,1.35,20.0,1.125,24.0,AN ANTISEPTIC,an antiseptic,2.30434782608696,4.21052631578947,4.68965517241379,2.625,3.0,antiseptic,an antiseptic,1.6532,1.6021,-15.719943468990673,AN ANTISEPTIC,2.025953,3.258097,0.0,0.0,antiseptic,0,0,0.0,0.0
OREGON,OREGON,NOUN,geography,United States,state,,,,47,18,8,66,0.8129496402877698,0.10810810810810811,0.7230769230769231,0.1,20.0,1.0416666666666667,24.0,OREGON,Oregon,2.1304347826087,5.0,4.79310344827586,4.08333333333333,3.42307692307692,Oregon,Oregon,,,-11.741868176951268,OREGON,2.302585,4.744932,0.0,0.0,oregon,0,0,0.0,0.0
CLEOPATRA,CLEOPATRA,NOUN,famous people,"Politicians,history",,,,,66,13,8,81,0.875,0.0898876404494382,0.8354430379746836,0.1,20.0,1.0,25.0,CLEOPATRA,Cleopatra,3.69565217391304,5.0,4.27586206896552,4.56521739130435,3.53846153846154,Cleopatra,Cleopatra,,,-13.082095011633712,CLEOPATRA,1.951845,2.484907,0.0,0.0,cleopatra,0,0,0.0,0.0
WICKED,WICKED,ADJ,,,,,,,46,38,9,78,0.7251461988304093,0.10344827586206896,0.5476190476190477,3.45,20.0,2.04,25.0,WICKED,wicked,4.39130434782609,1.47368421052632,4.78571428571429,2.75,1.73076923076923,wicked,wicked,2.8319,2.6532,-11.437788124079445,WICKED,2.876386,4.51086,7.0,0.0,wicked,7,0,2.0794415416798357,0.0
YEMEN,YEMEN,NOUN,geography,world,country,,,,49,15,8,66,0.8333333333333334,0.10810810810810811,0.765625,0.1111111111111111,18.0,1.0,23.0,YEMEN,Yemen,2.56521739130435,4.94736842105263,4.0,3.16666666666667,2.73076923076923,Yemen,Yemen,,,-12.748450197579896,YEMEN,1.070441,2.70805,1.0,0.0,yemen,1,0,0.6931471805599453,0.0
TO DISILLUSION,TO DISILLUSION,VERB,,,,,,to,45,35,8,78,0.7409638554216867,0.09302325581395349,0.5625,2.0,20.0,1.1363636363636365,22.0,TO DISILLUSION,to disillusion,3.08695652173913,1.84210526315789,4.44827586206897,1.45833333333333,2.24,disillusion,to disillusion,1.1139,1.1139,-16.878196018347666,TO DISILLUSION,,,,,disillusion,,,,
TO WRECK,TO WRECK,VERB,,,,,,to,55,19,12,74,0.80625,0.13953488372093023,0.7432432432432432,3.45,20.0,1.88,25.0,TO WRECK,to wreck,4.39130434782609,3.42105263157895,4.86206896551724,3.41666666666667,1.65384615384615,wreck,to wreck,2.8439,2.7152,-15.228281551178071,TO WRECK,2.942244,4.127134,2.0,30.0,wreck,2,30,1.0986122886681098,3.4339872044851463
DEAR,DEAR,ADJ,,,,,,,59,21,1,84,0.8666666666666667,0.011764705882352941,0.7375,2.95,20.0,1.92,25.0,DEAR,dear,2.17391304347826,1.94736842105263,4.72413793103448,1.20833333333333,4.42307692307692,dear,dear,4.0568,3.5377,-9.97736970646441,DEAR,,,20.0,28.0,dear,20,28,3.044522437723423,3.367295829986474
CONTEMPORARY,CONTEMPORARY,ADJ,,,,,,,41,32,1,77,0.7814569536423841,0.01282051282051282,0.5616438356164384,3.0,19.0,1.7692307692307692,26.0,CONTEMPORARY,contemporary,2.69565217391304,1.68421052631579,4.72413793103448,2.125,3.65384615384615,contemporary,contemporary,2.0,1.9243,-9.822679681823606,CONTEMPORARY,3.172832,5.181784,0.0,0.0,contemporary,0,0,0.0,0.0
A CAVERN,A CAVERN,NOUN,earth formation,land,,,,a,61,32,8,95,0.7959183673469388,0.07766990291262135,0.6559139784946236,1.6,20.0,1.25,24.0,A CAVERN,a cavern,3.1304347826087,4.68421052631579,4.6551724137931,4.26086956521739,3.23076923076923,cavern,a cavern,1.7559,1.5185,-15.574890206733809,A CAVERN,2.242481,3.332205,1.0,1.0,cavern,1,1,0.6931471805599453,0.6931471805599453
A CONSTABLE,A CONSTABLE,NOUN,people,Law,,,,a,59,23,8,80,0.8176470588235294,0.09090909090909091,0.7195121951219512,1.3529411764705883,17.0,1.1153846153846154,26.0,A CONSTABLE,a constable,2.86363636363636,4.05263157894737,4.20689655172414,3.41666666666667,3.11538461538462,constable,a constable,2.1614,1.8325,-14.958463141324932,A CONSTABLE,2.335375,3.044522,0.0,0.0,constable,0,0,0.0,0.0
LAST,LAST,ADJ,,,,,,,20,39,1,67,0.6850393700787402,0.014705882352941176,0.3389830508474576,2.95,20.0,2.36,25.0,LAST,last,1.69565217391304,2.78947368421053,4.89655172413793,2.375,2.23076923076923,last,last,4.5668,3.8883,-8.087461694680682,LAST,,,17.0,21.0,last,17,21,2.8903717578961645,3.091042453358316
TETANUS,TETANUS,NOUN,diseases and conditions,infectious,,,,,48,31,4,82,0.7878787878787878,0.046511627906976744,0.6075949367088608,0.5263157894736842,19.0,1.1304347826086956,23.0,TETANUS,tetanus,3.0,4.15789473684211,3.89655172413793,1.34782608695652,1.57692307692308,tetanus,tetanus,1.8573,1.7993,-13.604567598014278,TETANUS,1.178655,2.564949,0.0,0.0,tetanus,0,0,0.0,0.0
TO SLEEPWALK,TO SLEEPWALK,VERB,,,,,,to,49,33,3,85,0.788235294117647,0.03409090909090909,0.5975609756097561,0.7368421052631579,19.0,1.2916666666666667,24.0,TO SLEEPWALK,to sleepwalk,2.60869565217391,3.84210526315789,4.6551724137931,3.54166666666667,2.34615384615385,sleepwalk,to sleepwalk,1.1461,1.1139,-18.430378302754125,TO SLEEPWALK,,,,,sleepwalk,,,,
LYNDON,LYNDON,NOUN,common names,boy,,,,,60,25,3,88,0.8409090909090909,0.03296703296703297,0.7058823529411765,0.0,14.0,1.1,20.0,LYNDON,Lyndon,2.56521739130435,4.36842105263158,3.21428571428571,2.08333333333333,3.19230769230769,Lyndon,Lyndon,,,-13.333370119008409,LYNDON,1.310583,4.025352,,,lyndon,,,,
DISTINCT,DISTINCT,ADJ,,,,,,,41,39,12,74,0.6927710843373494,0.13953488372093023,0.5125,3.0,20.0,1.32,25.0,DISTINCT,distinct,2.78260869565217,1.68421052631579,4.82758620689655,1.66666666666667,3.38461538461538,distinct,distinct,2.1931,2.1818,-10.12080004086573,DISTINCT,3.532469,5.541264,0.0,0.0,distinct,0,0,0.0,0.0
DRAB,DRAB,ADJ,,,,,,,35,33,7,65,0.7142857142857143,0.09722222222222222,0.5147058823529411,2.764705882352941,17.0,1.3478260869565215,23.0,DRAB,drab,1.47826086956522,2.05263157894737,4.62068965517241,2.56521739130435,2.19230769230769,drab,drab,1.6232,1.5911,-13.578410039976108,DRAB,2.47092,3.258097,7.0,5.0,drab,7,5,2.0794415416798357,1.791759469228055
TO ORPHAN,TO ORPHAN,VERB,,,,,,to,58,24,16,79,0.7740112994350282,0.16842105263157894,0.7073170731707317,1.3,20.0,1.3333333333333333,21.0,TO ORPHAN,to orphan,2.95652173913043,3.11111111111111,4.62068965517241,1.95833333333333,1.53846153846154,orphan,to orphan,2.4683,2.281,-18.06519970406136,TO ORPHAN,2.835661,3.713572,1.0,4.0,orphan,1,4,0.6931471805599453,1.6094379124341003
A THESAURUS,A THESAURUS,NOUN,reading materials,,,,,a,57,22,4,83,0.8433734939759037,0.04597701149425287,0.7215189873417721,0.35,20.0,1.0416666666666667,24.0,A THESAURUS,a thesaurus,2.0,4.77777777777778,4.89285714285714,4.04166666666667,3.30769230769231,thesaurus,a thesaurus,1.3222,1.2304,-15.746304719090093,A THESAURUS,1.522427,2.564949,0.0,0.0,thesaurus,0,0,0.0,0.0
TO CRAVE,TO CRAVE,VERB,,,,,,to,47,33,21,64,0.6727272727272727,0.24705882352941178,0.5875,3.0,20.0,1.4,25.0,TO CRAVE,to crave,4.17391304347826,2.0,4.89655172413793,1.82608695652174,3.19230769230769,crave,to crave,2.0294,1.9777,-15.484635261029156,TO CRAVE,,,9.0,11.0,crave,9,11,2.302585092994046,2.4849066497880004
AN ADDICT,AN ADDICT,NOUN,people,Other,,,,an,63,12,15,67,0.8280254777070064,0.18292682926829268,0.84,1.85,20.0,1.04,25.0,AN ADDICT,an addict,3.52173913043478,3.31578947368421,4.72413793103448,3.29166666666667,1.57692307692308,addict,an addict,2.4378,2.2878,-14.669947270614568,AN ADDICT,1.15268,2.70805,1.0,1.0,addict,1,1,0.6931471805599453,0.6931471805599453
STUTTERING,STUTTERING,NOUN,diseases and conditions,psychiatric/brain,,,,,51,27,10,76,0.774390243902439,0.11627906976744186,0.6538461538461539,1.3333333333333333,21.0,1.36,25.0,STUTTERING,stuttering,3.26086956521739,3.47368421052632,4.75862068965517,2.66666666666667,2.07692307692308,stuttering,stuttering,1.699,1.4771,-13.741492987668275,STUTTERING,1.343735,2.484907,1.0,1.0,stuttering,1,1,0.6931471805599453,0.6931471805599453
TO VOID,TO VOID,VERB,,,,,,to,37,25,7,59,0.75,0.10606060606060606,0.5967741935483871,2.25,20.0,1.7083333333333333,24.0,TO VOID,to void,2.78260869565217,2.57894736842105,4.6551724137931,1.79166666666667,2.07692307692308,void,to void,2.3222,2.2068,-15.234689292859562,TO VOID,2.767367,3.637586,1.0,6.0,void,1,6,0.6931471805599453,1.9459101490553132
RUSSELL CROWE,RUSSELL CROWE,NOUN,famous people,Actors,,,,,64,15,8,76,0.8588957055214724,0.09523809523809523,0.810126582278481,0.05,20.0,1.0,24.0,RUSSELL CROWE,Russell Crowe,3.34782608695652,4.94736842105263,4.6551724137931,4.75,3.53846153846154,Russell Crowe,Russell Crowe,,,-16.924160580402866,RUSSELL CROWE,,,0.0,11.0,russell;crowe,0;nan,11;nan,0.0,2.4849066497880004
VALERIE,VALERIE,NOUN,common names,girl,,,,,56,26,14,83,0.776536312849162,0.14432989690721648,0.6829268292682927,0.0,18.0,1.0476190476190477,21.0,VALERIE,Valerie,2.73913043478261,4.5,3.46428571428571,2.625,3.23076923076923,Valerie,Valerie,,,-12.675987835125555,VALERIE,1.228665,1.791759,,,valerie,,,,
A HORSE,A HORSE,NOUN,living things,animal,mammal,,,a,47,39,8,86,0.7388888888888889,0.0851063829787234,0.5465116279069767,1.05,20.0,1.48,25.0,A HORSE,a horse,3.52173913043478,4.89473684210526,4.82758620689655,4.79166666666667,3.96153846153846,horse,a horse,3.6756,3.1981,-11.843766008531883,A HORSE,3.230475,6.688355,12.0,18.0,horse,12,18,2.5649493574615367,2.9444389791664403
TULSA,TULSA,NOUN,geography,United States,big city,,,,57,19,4,84,0.8597560975609756,0.045454545454545456,0.75,0.15,20.0,1.0434782608695652,23.0,TULSA,Tulsa,2.78260869565217,5.0,4.37931034482759,3.08333333333333,3.19230769230769,Tulsa,Tulsa,,,-13.921751505924286,TULSA,,,0.0,0.0,tulsa,0,0,0.0,0.0
A TORSO,A TORSO,NOUN,human body,external,,,,a,60,20,1,87,0.875,0.011363636363636364,0.75,1.35,20.0,1.1666666666666667,24.0,A TORSO,a torso,2.56521739130435,4.73684210526316,4.92857142857143,4.45833333333333,3.07692307692308,torso,a torso,1.9777,1.8865,-16.41309063091109,A TORSO,1.812379,2.197225,1.0,1.0,torso,1,1,0.6931471805599453,0.6931471805599453
TO BUG,TO BUG,VERB,,,,,,to,51,22,10,71,0.7922077922077922,0.12345679012345678,0.6986301369863014,3.15,20.0,1.72,25.0,TO BUG,to bug,3.39130434782609,2.52631578947368,4.79310344827586,2.29166666666667,1.88461538461538,bug,to bug,3.029,2.7664,-15.845913071938565,TO BUG,2.367124,3.931826,21.0,34.0,bug,21,34,3.091042453358316,3.5553480614894135
A BLOWFISH,A BLOWFISH,NOUN,living things,animal,fish and other aquatic,fish,,a,63,21,19,72,0.7714285714285715,0.2087912087912088,0.75,0.75,20.0,1.24,25.0,A BLOWFISH,a blowfish,3.0,4.84210526315789,4.51724137931035,4.45833333333333,3.03846153846154,blowfish,a blowfish,1.5051,1.3424,-18.569038883860795,A BLOWFISH,,,0.0,0.0,blowfish,0,0,0.0,0.0
SEAWEED,SEAWEED,NOUN,food,vegetable,,,,,68,20,9,87,0.842391304347826,0.09375,0.7727272727272727,0.65,20.0,1.04,25.0,SEAWEED,seaweed,1.8695652173913,4.78947368421053,4.77777777777778,4.54166666666667,2.92307692307692,seaweed,seaweed,1.9494,1.7993,-13.401688269790524,SEAWEED,2.154665,4.025352,0.0,1.0,seaweed,0,1,0.0,0.6931471805599453
LOW,LOW,ADJ,,,,,,,30,43,2,85,0.71875,0.022988505747126436,0.410958904109589,3.35,20.0,2.36,25.0,LOW,low,1.86363636363636,2.47368421052632,4.93103448275862,2.20833333333333,2.34615384615385,low,low,3.4796,3.3101,-8.441567782577666,LOW,,,27.0,62.0,low,27,62,3.332204510175204,4.143134726391533
TO ROAM,TO ROAM,VERB,,,,,,to,35,33,6,75,0.738255033557047,0.07407407407407407,0.5147058823529411,3.3,20.0,1.48,25.0,TO ROAM,to roam,3.43478260869565,3.0,4.85714285714286,2.75,3.42307692307692,roam,to roam,2.2405,2.1004,-14.201435431507134,TO ROAM,2.694064,3.637586,7.0,31.0,roam,7,31,2.0794415416798357,3.4657359027997265
TO SEETHE,TO SEETHE,VERB,,,,,,to,69,27,8,92,0.8214285714285714,0.08,0.71875,2.7333333333333334,15.0,1.2272727272727273,22.0,TO SEETHE,to seethe,3.95652173913043,2.26315789473684,4.31034482758621,2.41666666666667,2.0,seethe,to seethe,0.7782,0.6021,-17.086284299507064,TO SEETHE,,,,,seethe,,,,
ANTHONY HOPKINS,ANTHONY HOPKINS,NOUN,famous people,Actors,,,,,73,12,9,80,0.8793103448275862,0.10112359550561797,0.8588235294117647,0.05,20.0,1.0,24.0,ANTHONY HOPKINS,Anthony Hopkins,3.17391304347826,4.94736842105263,4.44827586206897,4.58333333333333,3.42307692307692,Anthony Hopkins,Anthony Hopkins,,,-16.778862989562743,ANTHONY HOPKINS,,,1.0,1.0,anthony;hopkins,1;nan,1;nan,0.6931471805599453,0.6931471805599453
TO HURRY,TO HURRY,VERB,,,,,,to,21,50,10,69,0.6,0.12658227848101267,0.29577464788732394,3.2,20.0,1.2307692307692308,26.0,TO HURRY,to hurry,4.47826086956522,2.89473684210526,4.93103448275862,2.95833333333333,2.69230769230769,hurry,to hurry,3.9473,3.561,-13.283332361312011,TO HURRY,3.612043,5.880533,4.0,7.0,hurry,4,7,1.6094379124341003,2.0794415416798357
TO LENGTHEN,TO LENGTHEN,VERB,,,,,,to,45,22,9,64,0.7785714285714286,0.1232876712328767,0.6716417910447762,2.6,20.0,1.36,25.0,TO LENGTHEN,to lengthen,2.82608695652174,3.31578947368421,4.79310344827586,2.79166666666667,3.34615384615385,lengthen,to lengthen,1.1139,1.1139,-15.022043958257443,TO LENGTHEN,2.192584,2.484907,,,lengthen,,,,
