,word_upper,word_lower,pos,acc,hits,misses,correct.rejections,false.alarms,# meanings (human),# synonyms (human),# meanings (Wordnet),# synonyms (Wordnet),Subtlex frequency,Log Subtlex frequency,Subtlex CD,Log Subtlex CD,Arousal,Concreteness,Familiarity,Imageability,Valence,GloVe distinctiveness,# subjects (human) meanings,1/# meanings (human),# subjects (human) synonyms,# synonyms (human) + 1,1/# synonyms (human),false.alarm.rate,hit.rate
304,CEDAR,cedar,n,0.8145695364238411,52,20,71,8,1.2962962962963,0.368421052631579,3,7,2.49,2.1072,0.58,1.699,2.40909090909091,4.36,4.63333333333333,4.04347826086957,3.86206896551724,0.10694880864860043,27,0.7714285714285692,19,1.368421052631579,0.7307692307692307,0.10126582278481013,0.7222222222222222
305,CELLAR,cellar,n,0.8496732026143791,55,18,75,5,1.11111111111111,1.5,3,6,9.37,2.6803,2.8,2.3729,2.63636363636364,4.55555555555556,4.63333333333333,4.45833333333333,2.75862068965517,0.10637643904010476,27,0.9000000000000009,20,2.5,0.4,0.0625,0.7534246575342466
306,CELLULAR,cellular,a,0.875,70,15,84,7,1.86206896551724,1.03703703703704,2,2,2.84,2.1644,1.32,2.0492,2.2727272727272703,3.44444444444444,4.68965517241379,3.6551724137931,3.55172413793103,0.07539774119261927,29,0.5370370370370374,27,2.03703703703704,0.4909090909090902,0.07692307692307693,0.8235294117647058
307,CENSUS,census,n,0.8493975903614458,62,17,79,8,1.28571428571429,1.14814814814815,2,4,1.37,1.8513,0.48,1.6128,2.34782608695652,3.03448275862069,4.59259259259259,2.6,2.8275862068965503,0.0361281110934438,28,0.7777777777777751,27,2.1481481481481497,0.4655172413793099,0.09195402298850576,0.7848101265822784
308,CENTIMETERS,centimeters,n,0.8162162162162162,55,32,96,2,1.0,0.148148148148148,1,3,1.47,1.8808,0.61,1.716,2.21739130434783,4.06896551724138,4.77777777777778,3.8,3.0,0.05878525770331356,28,1.0,27,1.148148148148148,0.8709677419354841,0.020408163265306117,0.632183908045977
309,CENTURION,centurion,n,0.8648648648648649,69,16,91,9,1.24,0.6,1,1,0.35,1.2788,0.12,1.0414,3.2727272727272703,3.4615384615384603,3.51851851851852,3.22222222222222,3.19230769230769,0.06656329019993913,25,0.8064516129032259,15,1.6,0.625,0.09,0.8117647058823529
310,CEREAL,cereal,n,0.8716577540106952,72,18,91,6,1.48275862068966,1.53846153846154,4,7,6.35,2.5119,2.66,2.3502,1.95454545454545,4.703703703703701,4.93103448275862,4.72413793103448,4.0,0.09426217993315818,29,0.6744186046511607,26,2.53846153846154,0.3939393939393937,0.061855670103092786,0.8
311,CESAREAN,cesarean,n,0.8851351351351351,57,10,74,7,1.23076923076923,0.38095238095238093,2,17,0.24,1.1139,0.13,1.0792,3.6666666666666696,3.0714285714285694,4.2758620689655205,3.56,2.13793103448276,0.05489384313333199,26,0.8125000000000006,21,1.380952380952381,0.7241379310344828,0.08641975308641975,0.8507462686567164
312,CESSPOOL,cesspool,n,0.8735632183908046,62,20,90,2,1.3703703703703702,1.09090909090909,1,4,1.24,1.8062,0.63,1.7324,3.05263157894737,3.5,4.51724137931035,3.48,1.42857142857143,0.10810152044393027,27,0.7297297297297299,22,2.09090909090909,0.4782608695652176,0.021739130434782608,0.7560975609756098
313,CHAGRIN,chagrin,n,0.7820512820512819,47,29,75,5,1.05555555555556,2.36842105263158,2,8,0.22,1.0792,0.12,1.0414,3.04545454545455,1.84615384615385,3.46428571428571,1.68,2.31034482758621,0.13357961081894382,18,0.9473684210526276,19,3.36842105263158,0.2968749999999999,0.0625,0.618421052631579
314,CHAMBERMAID,chambermaid,n,0.8779069767441859,68,14,83,7,1.04166666666667,1.4166666666666698,1,2,0.61,1.5051,0.27,1.3802,3.04545454545455,4.30769230769231,4.21428571428571,4.20833333333333,2.8275862068965503,0.06729082252095749,24,0.9599999999999967,24,2.4166666666666696,0.4137931034482753,0.07777777777777778,0.8292682926829268
315,CHANDLER,chandler,n,0.8285714285714286,70,15,75,15,1.26315789473684,0.0588235294117647,3,5,14.71,2.8756,1.7,2.1584,2.5,3.53846153846154,2.75862068965517,2.68,3.1724137931034497,0.10802155234508083,19,0.791666666666668,17,1.0588235294117647,0.9444444444444444,0.16666666666666666,0.8235294117647058
316,CHARACTERIZED,characterized,v,0.7028571428571428,36,45,87,7,1.36,1.77777777777778,2,5,0.71,1.5682,0.42,1.5563,2.90909090909091,2.1153846153846203,4.64285714285714,1.52,3.24137931034483,0.11461913509399145,25,0.7352941176470588,27,2.77777777777778,0.3599999999999997,0.07446808510638298,0.4444444444444444
317,CHART,chart,n,0.7385620915032679,38,35,75,5,1.8148148148148104,2.58620689655172,5,6,9.47,2.6848,4.04,2.5315,1.75,3.8214285714285694,4.93333333333333,4.392857142857141,3.13793103448276,0.059588175694496766,27,0.5510204081632668,29,3.5862068965517206,0.2788461538461541,0.0625,0.5205479452054794
318,CHASTITY,chastity,n,0.837037037037037,52,11,61,11,1.44827586206897,2.2962962962963,2,6,1.45,1.8751,0.66,1.7482,1.95454545454545,2.22222222222222,4.55172413793103,2.0,3.0689655172413794,0.09947598071287313,29,0.6904761904761884,27,3.2962962962963,0.3033707865168536,0.1527777777777778,0.8253968253968254
319,CHAUFFEUR,chauffeur,n,0.8146067415730337,60,23,85,10,1.22222222222222,1.7142857142857095,2,3,5.63,2.4594,1.76,2.1732,2.52173913043478,4.55555555555556,4.68965517241379,4.392857142857141,3.41379310344828,0.07833045764697456,27,0.8181818181818196,28,2.71428571428571,0.3684210526315795,0.10526315789473684,0.7228915662650602
320,CHECKUP,checkup,n,0.7241379310344828,48,36,78,12,1.44444444444444,1.30434782608696,1,6,2.1,2.0334,1.06,1.9542,3.15789473684211,3.0,4.86206896551724,3.0,3.14285714285714,0.07303983705733319,27,0.6923076923076944,23,2.30434782608696,0.4339622641509427,0.13333333333333333,0.5714285714285714
321,CHEERIO,cheerio,n,0.9115646258503399,57,11,77,2,1.6333333333333302,1.35,1,15,1.65,1.9294,0.68,1.7634,2.8333333333333304,3.96153846153846,4.107142857142859,4.25,4.18518518518519,0.06381553836414725,30,0.6122448979591849,20,2.35,0.425531914893617,0.02531645569620253,0.8382352941176471
322,CHER,cher,,0.8914285714285715,71,12,85,7,1.15384615384615,0.08,0,0,2.47,2.1038,1.0,1.9294,3.25,4.40740740740741,4.1,4.03571428571429,3.25,0.06708187088521833,26,0.8666666666666696,25,1.08,0.9259259259259258,0.07608695652173914,0.8554216867469879
323,CHESAPEAKE,chesapeake,,0.8592592592592593,48,13,68,6,1.38461538461538,0.0,0,0,0.27,1.1761,0.15,1.1461,3.0,4.19230769230769,4.48275862068965,3.36,3.44827586206897,0.08658858464320557,26,0.7222222222222247,24,1.0,1.0,0.08108108108108109,0.7868852459016393
324,CHESS,chess,n,0.8378378378378378,67,19,88,11,1.13333333333333,0.181818181818182,2,5,7.45,2.5809,2.25,2.2788,2.625,4.23076923076923,4.85714285714286,4.71428571428571,3.92592592592593,0.09570487636060647,30,0.8823529411764732,22,1.181818181818182,0.8461538461538459,0.1111111111111111,0.7790697674418605
325,CHICKENING,chickening,,0.8561643835616438,49,20,76,1,1.16666666666667,1.4375,0,0,0.31,1.2304,0.18,1.2041,2.9583333333333304,2.0,2.88461538461538,1.42857142857143,2.2592592592592595,0.04370624410715189,12,0.8571428571428547,16,2.4375,0.41025641025641024,0.012987012987012988,0.7101449275362319
326,CHIHUAHUA,chihuahua,n,0.8848920863309353,58,10,65,6,1.53846153846154,0.39130434782608703,3,3,1.41,1.8633,0.66,1.7482,3.04,4.53571428571429,4.68965517241379,4.83333333333333,3.20689655172414,0.09098317580863592,26,0.6499999999999994,23,1.391304347826087,0.71875,0.08450704225352113,0.8529411764705882
327,CHILE,chile,n,0.8867924528301887,61,12,80,6,1.48148148148148,0.565217391304348,2,7,1.14,1.7709,0.39,1.5315,3.4,4.33333333333333,4.60714285714286,4.06666666666667,3.21428571428571,0.09984838987058636,27,0.6750000000000006,23,1.5652173913043481,0.6388888888888887,0.06976744186046513,0.8356164383561644
328,CHINO,chino,n,0.8483146067415731,62,22,89,5,1.54545454545455,0.294117647058824,2,2,2.98,2.1847,0.66,1.7482,2.5833333333333304,3.5714285714285694,2.8333333333333304,2.6296296296296298,3.10344827586207,0.05909979493092553,22,0.6470588235294098,17,1.294117647058824,0.7727272727272724,0.05319148936170213,0.7380952380952381
329,CHIPPY,chippy,,0.7931034482758621,55,26,83,10,1.52631578947368,2.4166666666666696,0,0,0.49,1.415,0.24,1.3222,3.45454545454545,1.84,3.36666666666667,1.7916666666666698,3.10344827586207,0.08970897103999029,19,0.6551724137931052,12,3.4166666666666696,0.292682926829268,0.10752688172043012,0.6790123456790124
330,CHOKING,choking,n,0.7857142857142857,54,34,89,5,1.9642857142857095,1.7916666666666698,16,56,5.1,2.4166,2.43,2.3118,4.16,3.75,4.93103448275862,4.13333333333333,1.21428571428571,0.13047156476355795,28,0.5090909090909103,24,2.7916666666666696,0.3582089552238802,0.05319148936170213,0.6136363636363636
331,CHOPPERS,choppers,n,0.7906976744186046,54,27,82,9,2.3703703703703702,2.0,4,11,3.25,2.2227,1.37,2.0645,3.95454545454545,3.5,4.55555555555556,4.18518518518519,3.03846153846154,0.09439114294484832,27,0.4218750000000001,22,3.0,0.3333333333333333,0.0989010989010989,0.6666666666666666
332,CHOPPING,chopping,v,0.7228915662650602,46,34,74,12,1.44827586206897,2.6666666666666696,6,8,2.12,2.0374,1.14,1.9868,3.52380952380952,3.92592592592593,4.72413793103448,4.24137931034483,2.44827586206897,0.11493618928054837,29,0.6904761904761884,27,3.6666666666666696,0.2727272727272725,0.13953488372093026,0.575
333,CHORES,chores,n,0.7592592592592593,54,24,69,15,1.1923076923076898,2.34615384615385,1,3,4.2,2.3324,1.94,2.2148,1.90909090909091,3.07692307692308,4.925925925925929,3.04,2.03703703703704,0.11254548312251242,26,0.8387096774193564,26,3.34615384615385,0.29885057471264337,0.17857142857142858,0.6923076923076923
334,CHOWDER,chowder,n,0.8895027624309392,71,15,90,5,1.18518518518519,0.8,1,1,1.61,1.9191,0.45,1.5911,2.31818181818182,4.19230769230769,4.5333333333333306,4.08333333333333,3.75862068965517,0.09009963738164528,27,0.8437499999999966,20,1.8,0.5555555555555556,0.05263157894736842,0.8255813953488372
335,CHRIST,christ,n,0.8933333333333333,55,14,79,2,1.5,1.44444444444444,2,12,90.14,3.6626,20.53,3.2363,3.4782608695652204,3.75862068965517,4.8148148148148096,4.52,4.071428571428569,0.14377477730814633,28,0.6666666666666666,27,2.44444444444444,0.4090909090909098,0.02469135802469136,0.7971014492753623
336,CHRISTINE,christine,,0.8374384236453202,72,26,98,7,1.23076923076923,0.0,0,0,7.2,2.5658,0.88,1.8751,2.5,3.88888888888889,4.5,2.7037037037037,3.25,0.10605706685553948,26,0.8125000000000006,27,1.0,1.0,0.06666666666666668,0.7346938775510204
337,CHRONOMETER,chronometer,n,0.8597560975609756,54,23,87,0,1.05,1.35714285714286,1,1,0.22,1.0792,0.07,0.8451,2.65217391304348,4.44827586206897,3.18518518518519,3.48,3.13793103448276,0.04861905675703925,20,0.9523809523809524,14,2.3571428571428603,0.4242424242424237,0.0,0.7012987012987013
338,CHRYSANTHEMUM,chrysanthemum,n,0.9107142857142856,69,13,84,2,1.08333333333333,0.34782608695652195,2,2,0.24,1.1139,0.07,0.8451,2.6666666666666696,4.53571428571429,3.89655172413793,4.16,4.21428571428571,0.07461955343407217,24,0.923076923076926,23,1.347826086956522,0.7419354838709676,0.02325581395348837,0.8414634146341463
339,CHUCKLES,chuckles,n,0.7972972972972973,51,21,67,9,1.44444444444444,3.31034482758621,2,5,13.04,2.8235,3.31,2.4456,3.7916666666666696,3.0714285714285694,4.86666666666667,3.21428571428571,4.20689655172414,0.09211131647470484,27,0.6923076923076944,29,4.31034482758621,0.23199999999999985,0.11842105263157895,0.7083333333333334
340,CHUG,chug,n,0.7639751552795031,48,27,75,11,1.51851851851852,2.59259259259259,2,2,2.33,2.0792,0.32,1.4472,3.3333333333333304,3.0,4.3,3.25,2.89285714285714,0.1037486955230758,27,0.658536585365853,27,3.59259259259259,0.27835051546391776,0.12790697674418605,0.64
341,CHUNKS,chunks,n,0.8125,64,17,79,16,1.40740740740741,2.79310344827586,4,12,1.86,1.9823,1.01,1.9345,2.56,3.71428571428571,4.8,3.8214285714285694,2.6551724137931,0.1163347522483583,27,0.7105263157894723,29,3.79310344827586,0.2636363636363638,0.16842105263157894,0.7901234567901234
342,CHURCH,church,n,0.7844311377245509,61,21,70,15,1.5666666666666698,1.72727272727273,5,8,69.67,3.5507,15.98,3.1274,2.2916666666666696,4.15384615384615,4.8518518518518485,4.85714285714286,3.3703703703703702,0.1295958941185687,30,0.6382978723404242,22,2.7272727272727297,0.3666666666666663,0.17647058823529413,0.7439024390243902
343,CIRCUMVENT,circumvent,v,0.8355263157894737,53,19,74,6,1.17857142857143,2.68,3,22,0.51,1.4314,0.29,1.3979,2.95454545454545,2.18518518518519,4.3448275862069,2.0,3.13793103448276,0.1146562139061783,28,0.8484848484848475,25,3.68,0.2717391304347826,0.075,0.7361111111111112
344,CIVILIZATIONS,civilizations,n,0.8138297872340425,67,22,86,13,1.11111111111111,2.13793103448276,4,10,0.84,1.6435,0.41,1.5441,3.1666666666666696,3.5,4.86666666666667,3.0,3.64285714285714,0.09624423245994654,27,0.9000000000000009,29,3.13793103448276,0.3186813186813185,0.13131313131313133,0.7528089887640449
345,CLANKING,clanking,v,0.7758620689655172,49,34,86,5,1.41379310344828,2.56,2,2,1.08,1.7482,0.45,1.5911,3.5,3.22222222222222,4.20689655172414,2.44827586206897,2.3448275862069,0.10150996484290216,29,0.7073170731707297,25,3.56,0.2808988764044944,0.054945054945054944,0.5903614457831325
346,CLANNISH,clannish,s,0.8095238095238095,47,32,89,0,1.04761904761905,1.8,2,6,0.1,0.7782,0.06,0.7782,2.9583333333333304,1.85714285714286,3.03333333333333,1.85714285714286,2.44827586206897,0.07334902555991962,21,0.9545454545454524,20,2.8,0.35714285714285715,0.0,0.5949367088607594
347,CLARKE,clarke,,0.8209876543209876,49,26,84,3,1.05,0.0,0,0,1.49,1.8865,0.33,1.4624,2.4347826086956497,3.31034482758621,3.0,2.36,3.03448275862069,0.08040754997855525,20,0.9523809523809524,14,1.0,1.0,0.03448275862068965,0.6533333333333333
348,CLASHING,clashing,v,0.6729559748427673,32,45,75,7,1.60714285714286,3.2083333333333304,4,7,0.14,0.9031,0.07,0.8451,3.8,2.55555555555556,4.82758620689655,2.93333333333333,1.92857142857143,0.11809744148968827,28,0.6222222222222211,24,4.20833333333333,0.2376237623762377,0.08536585365853659,0.4155844155844156
349,CLASSMATES,classmates,n,0.8245614035087719,63,18,78,12,1.03571428571429,1.14814814814815,1,4,2.63,2.1303,1.37,2.0645,2.82608695652174,4.13793103448276,4.888888888888889,4.08,3.62068965517241,0.11294494463331295,28,0.9655172413793064,27,2.1481481481481497,0.4655172413793099,0.13333333333333333,0.7777777777777778
350,CLATTERS,clatters,n,0.7361963190184049,45,34,75,9,1.3478260869565202,1.90909090909091,2,4,0.33,1.2553,0.18,1.2041,3.36363636363636,2.8518518518518503,3.68965517241379,1.7931034482758603,2.37931034482759,0.04548696359710388,23,0.7419354838709687,22,2.90909090909091,0.3437499999999999,0.10714285714285714,0.569620253164557
351,CLEANERS,cleaners,n,0.7733333333333333,53,17,63,17,1.7037037037037,1.95,4,8,4.45,2.3579,2.17,2.2625,2.2380952380952404,3.88461538461538,4.93333333333333,3.4583333333333304,3.5862068965517206,0.08118618959919822,27,0.5869565217391317,20,2.95,0.3389830508474576,0.2125,0.7571428571428571
352,CLEANSED,cleansed,v,0.7655172413793103,40,27,71,7,1.40740740740741,2.5,2,3,0.53,1.4472,0.27,1.3802,2.5,2.6153846153846203,4.83333333333333,2.2916666666666696,4.0,0.09405732946436583,27,0.7105263157894723,20,3.5,0.2857142857142857,0.08974358974358974,0.5970149253731343
353,CLENCHED,clenched,v,0.7657142857142857,50,34,84,7,1.3076923076923102,1.96153846153846,3,5,0.43,1.3617,0.24,1.3222,4.0454545454545485,3.42307692307692,4.82142857142857,3.48,2.13793103448276,0.11769567318018455,26,0.7647058823529399,26,2.9615384615384603,0.33766233766233783,0.07692307692307693,0.5952380952380952
354,CLERK,clerk,n,0.8170731707317073,57,22,77,8,1.61538461538462,2.03703703703704,3,6,12.9,2.8189,4.83,2.6085,2.0,4.42307692307692,4.89655172413793,4.32,3.1724137931034497,0.09324461971173614,26,0.6190476190476173,27,3.03703703703704,0.3292682926829265,0.09411764705882353,0.7215189873417721
355,CLIMAX,climax,n,0.8466257668711656,60,20,78,5,2.32142857142857,3.2727272727272703,6,12,1.94,2.0,0.92,1.8921,4.72727272727273,2.46153846153846,4.888888888888889,3.0,4.46153846153846,0.13063633528181354,28,0.4307692307692311,22,4.27272727272727,0.2340425531914896,0.060240963855421686,0.75
356,CLOCK,clock,n,0.7696335078534031,60,34,87,10,2.03571428571429,2.2272727272727297,2,3,58.63,3.4758,19.54,3.2148,1.95454545454545,4.8846153846153895,4.96296296296296,4.96296296296296,3.19230769230769,0.08965808109722535,28,0.4912280701754376,22,3.2272727272727297,0.3098591549295772,0.10309278350515463,0.6382978723404256
357,CLOD,clod,n,0.7741935483870968,43,33,77,2,1.52380952380952,2.375,2,15,0.41,1.3424,0.24,1.3222,2.08,2.96428571428571,3.4,2.8214285714285694,2.31034482758621,0.0935213730565398,21,0.6562500000000017,24,3.375,0.2962962962962963,0.02531645569620253,0.5657894736842105
358,CLOSER,closer,n,0.7454545454545455,52,25,71,17,1.9,2.4583333333333304,18,40,45.67,3.3674,20.12,3.2276,2.8695652173913,2.5,4.75,2.60714285714286,3.48148148148148,0.14361881533376766,30,0.5263157894736842,24,3.4583333333333304,0.2891566265060244,0.19318181818181812,0.6753246753246753
359,CLOTHING,clothing,n,0.7167630057803468,45,37,79,12,1.2962962962963,2.7916666666666696,4,23,10.84,2.7435,5.11,2.6335,2.55555555555556,4.57142857142857,4.96551724137931,4.56,3.72413793103448,0.11234838657394457,27,0.7714285714285692,24,3.7916666666666696,0.2637362637362635,0.13186813186813187,0.5487804878048781
360,CLOUD,cloud,n,0.8042328042328042,62,27,90,10,2.28571428571429,1.11111111111111,14,29,11.75,2.7782,4.63,2.5899,2.08695652173913,4.3448275862069,4.925925925925929,4.88,3.41379310344828,0.10255969601908073,28,0.4374999999999992,27,2.1111111111111103,0.4736842105263161,0.1,0.6966292134831461
361,CLOWN,clown,n,0.8288770053475936,68,23,87,9,2.0,2.2083333333333304,3,10,15.82,2.9074,5.32,2.6503,3.56,4.57142857142857,4.89655172413793,5.0,3.20689655172414,0.1348732536897108,28,0.5,24,3.2083333333333304,0.311688311688312,0.09375,0.7472527472527473
362,CLUES,clues,n,0.7777777777777778,46,35,87,3,1.40740740740741,1.75,3,7,6.27,2.5065,2.79,2.3711,3.61111111111111,2.60714285714286,4.93103448275862,2.4,3.51851851851852,0.12254587501058785,27,0.7105263157894723,24,2.75,0.3636363636363637,0.03333333333333333,0.5679012345679012
363,CLUNK,clunk,n,0.8294573643410853,43,19,64,3,1.2173913043478302,1.04545454545455,2,9,0.63,1.5185,0.31,1.4314,2.6666666666666696,2.1785714285714297,4.55172413793103,2.2916666666666696,2.25,0.06914301373187602,23,0.8214285714285688,22,2.0454545454545503,0.4888888888888877,0.04477611940298507,0.6935483870967742
364,CLUTTERS,clutters,n,0.7317073170731707,44,35,76,9,1.42307692307692,3.04545454545455,3,10,0.24,1.1139,0.05,0.6990000000000001,2.56,3.03571428571429,4.48275862068965,2.93333333333333,2.03571428571429,0.05906345391986734,26,0.7027027027027042,22,4.0454545454545485,0.2471910112359548,0.10588235294117647,0.5569620253164557
365,COCA,coca,n,0.8494623655913979,72,16,86,12,1.29166666666667,0.866666666666667,3,6,4.2,2.3324,0.27,1.3802,3.28,3.85714285714286,3.72413793103448,3.06666666666667,3.35714285714286,0.1021438447561658,24,0.7741935483870948,15,1.8666666666666671,0.5357142857142856,0.12244897959183673,0.8181818181818182
366,COCCYX,coccyx,n,0.9375,67,9,83,1,1.0,0.5714285714285711,1,2,0.14,0.9031,0.08,0.9031,2.6666666666666696,3.96153846153846,2.39285714285714,3.25,2.96296296296296,0.04694147935894566,19,1.0,14,1.571428571428571,0.6363636363636366,0.011904761904761904,0.8815789473684209
367,COERCED,coerced,v,0.8194444444444444,46,22,72,4,1.03703703703704,3.0689655172413794,1,5,0.84,1.6435,0.42,1.5563,3.75,2.35714285714286,4.41379310344828,1.85714285714286,1.89655172413793,0.09308464240698616,27,0.9642857142857114,29,4.06896551724138,0.2457627118644068,0.05263157894736842,0.6764705882352942
368,COGNIZANT,cognizant,a,0.8148148148148148,39,23,71,2,1.28,2.57142857142857,1,3,0.22,1.0792,0.11,1.0,2.36363636363636,1.85185185185185,3.51724137931034,1.31034482758621,3.48275862068966,0.11844464592632015,25,0.78125,21,3.5714285714285694,0.2800000000000001,0.0273972602739726,0.6290322580645161
369,COHESION,cohesion,n,0.7142857142857143,40,41,80,7,1.28,2.23076923076923,3,6,0.1,0.7782,0.06,0.7782,2.90909090909091,2.46153846153846,4.57142857142857,1.76,3.68965517241379,0.0899112440451911,25,0.78125,26,3.23076923076923,0.3095238095238096,0.08045977011494253,0.4938271604938271
370,COINCIDE,coincide,v,0.7386363636363636,51,34,79,12,1.125,2.15384615384615,3,6,0.78,1.6128,0.48,1.6128,3.04545454545455,2.15384615384615,4.82142857142857,1.52,3.25,0.0778639407156028,24,0.8888888888888888,26,3.15384615384615,0.3170731707317077,0.13186813186813187,0.6
371,COKES,cokes,n,0.8653846153846154,54,18,81,3,1.51851851851852,1.8,4,9,1.33,1.8388,0.63,1.7324,3.0833333333333304,4.21428571428571,4.31034482758621,4.107142857142859,3.51724137931034,0.07774886008882892,27,0.658536585365853,25,2.8,0.35714285714285715,0.03571428571428571,0.75
372,COLESLAW,coleslaw,n,0.8767123287671232,58,13,70,5,1.03846153846154,0.192307692307692,1,2,1.24,1.8062,0.43,1.5682,2.18181818181818,4.8461538461538485,4.82758620689655,4.92,3.31034482758621,0.06993163180802807,26,0.9629629629629616,26,1.192307692307692,0.8387096774193549,0.06666666666666668,0.8169014084507042
373,COLLATERAL,collateral,n,0.8372093023255814,68,15,76,13,1.6666666666666698,1.47826086956522,5,17,3.39,2.2405,1.61,2.1335,3.1304347826087,2.65384615384615,4.42857142857143,1.7857142857142905,2.7037037037037,0.09543407538272393,30,0.5999999999999988,23,2.47826086956522,0.40350877192982415,0.14606741573033707,0.8192771084337349
374,COLLEEN,colleen,n,0.8647058823529412,64,17,83,6,1.19047619047619,0.0666666666666667,1,1,0.69,1.5563,0.25,1.3424,2.47619047619048,3.07692307692308,3.2962962962963,2.42307692307692,3.26923076923077,0.09134859365349668,21,0.8400000000000003,15,1.0666666666666669,0.9375,0.06741573033707865,0.7901234567901234
375,COLLIER,collier,n,0.7976190476190477,57,23,77,11,1.0625,0.181818181818182,1,3,4.75,2.3856,0.42,1.5563,2.52631578947368,3.0,2.51724137931034,2.28,3.0714285714285694,0.06271315747648233,16,0.9411764705882352,11,1.181818181818182,0.8461538461538459,0.125,0.7125
376,COLOMBO,colombo,n,0.8324022346368715,68,18,81,12,1.05,0.0952380952380952,1,2,0.84,1.6435,0.19,1.2304,2.6842105263157903,3.03571428571429,3.48275862068966,2.8,3.10714285714286,0.047366184536404315,20,0.9523809523809524,21,1.0952380952380951,0.9130434782608696,0.12903225806451613,0.7906976744186046
377,COLORBLIND,colorblind,,0.8596491228070176,64,17,83,7,1.21428571428571,0.833333333333333,0,0,0.33,1.2553,0.18,1.2041,1.84,3.22222222222222,4.86206896551724,2.1666666666666696,2.21428571428571,0.0758472118614568,28,0.8235294117647088,24,1.833333333333333,0.5454545454545455,0.07777777777777778,0.7901234567901234
378,COLUMNIST,columnist,n,0.84,60,23,87,5,1.15384615384615,1.4166666666666698,1,2,1.0,1.716,0.43,1.5682,2.26315789473684,3.75,4.82142857142857,3.16,3.3448275862069,0.027646753029009808,26,0.8666666666666696,24,2.4166666666666696,0.4137931034482753,0.05434782608695652,0.7228915662650602
379,COMEBACK,comeback,n,0.7672955974842768,47,29,75,8,1.55555555555556,1.42307692307692,2,8,3.33,2.233,1.63,2.1399,3.56521739130435,2.1724137931034497,4.7407407407407405,2.16,4.107142857142859,0.0876885365008962,27,0.642857142857141,26,2.42307692307692,0.4126984126984132,0.0963855421686747,0.618421052631579
380,COMEDIAN,comedian,n,0.8291139240506329,50,21,81,6,1.14814814814815,1.65,2,3,4.1,2.3222,1.6,2.1303,3.90909090909091,3.92,5.0,3.9166666666666696,4.41379310344828,0.07280647918887792,27,0.8709677419354825,20,2.65,0.37735849056603776,0.06896551724137931,0.7042253521126759
381,COMINGS,comings,n,0.7176470588235294,43,40,79,8,1.2,1.25,25,54,0.25,1.1461,0.14,1.1139,2.84210526315789,1.89285714285714,4.5,1.6,3.21428571428571,0.10001462273047423,25,0.8333333333333334,20,2.25,0.4444444444444444,0.09195402298850576,0.5180722891566265
382,COMMANDOS,commandos,n,0.8411764705882353,61,21,82,6,1.4,1.81818181818182,2,3,1.2,1.7924,0.35,1.4771,4.0,3.61538461538462,4.107142857142859,3.53571428571429,2.7037037037037,0.07630426615155682,30,0.7142857142857143,22,2.81818181818182,0.3548387096774191,0.06818181818181818,0.7439024390243902
383,COMMONPLACE,commonplace,n,0.7840909090909091,51,31,87,7,1.16,2.26923076923077,4,22,0.78,1.6128,0.42,1.5563,1.68181818181818,2.15384615384615,4.71428571428571,1.7916666666666698,2.96551724137931,0.15450253310965162,25,0.8620689655172414,26,3.26923076923077,0.3058823529411764,0.07446808510638298,0.6219512195121951
384,COMMOTION,commotion,n,0.7231638418079096,38,44,90,5,1.1923076923076898,2.59090909090909,3,17,2.08,2.0294,1.13,1.9823,4.11111111111111,2.28571428571429,4.79310344827586,2.72,2.1785714285714297,0.1338802836705331,26,0.8387096774193564,22,3.59090909090909,0.27848101265822794,0.05263157894736842,0.4634146341463415
385,COMMUNION,communion,n,0.825,51,26,81,2,1.7142857142857095,0.961538461538462,3,7,2.08,2.0294,0.79,1.8261,2.8695652173913,3.10344827586207,4.59259259259259,3.64,3.96296296296296,0.10720405843646344,28,0.5833333333333348,26,1.9615384615384621,0.5098039215686273,0.024096385542168683,0.6623376623376623
386,COMPANY,company,n,0.7765363128491619,55,31,84,9,2.53571428571429,3.04347826086957,10,20,147.2,3.8755,39.14,3.5164,2.86363636363636,3.76923076923077,4.96296296296296,2.88888888888889,3.4615384615384603,0.07678410892416533,28,0.3943661971830979,23,4.04347826086957,0.2473118279569889,0.0967741935483871,0.6395348837209303
387,COMPASSIONATE,compassionate,v,0.7396449704142012,54,27,71,17,1.15384615384615,3.25,2,6,1.78,1.9638,1.03,1.9395,2.95454545454545,1.7692307692307698,4.966666666666669,1.75,4.68965517241379,0.10132831752214297,26,0.8666666666666696,20,4.25,0.2352941176470588,0.19318181818181812,0.6666666666666666
388,COMPENSATING,compensating,v,0.7484276729559748,48,30,71,10,1.52,2.1111111111111103,6,25,0.35,1.2788,0.19,1.2304,3.31818181818182,1.92307692307692,4.85714285714286,1.68,3.51724137931034,0.09460333620123178,25,0.6578947368421053,27,3.11111111111111,0.3214285714285716,0.12345679012345676,0.6153846153846154
389,COMPLEMENTS,complements,n,0.7294117647058823,52,29,72,17,1.6296296296296298,2.51851851851852,7,9,0.12,0.8451,0.07,0.8451,3.69565217391304,2.25,4.5333333333333306,2.03571428571429,4.2758620689655205,0.06608019790583294,27,0.6136363636363635,27,3.51851851851852,0.28421052631578936,0.19101123595505612,0.6419753086419753
